website_session_id,product_made_it,mrfuzzy_made_it,cart_made_it,shipping_made_it,billing_made_it,thankyou_made_it
19293,0,0,0,0,0,0
19294,1,1,0,0,0,0
19295,1,1,0,0,0,0
19297,0,0,0,0,0,0
19298,1,1,0,0,0,0
19299,0,0,0,0,0,0
19300,1,1,0,0,0,0
19301,0,0,0,0,0,0
19303,1,0,0,0,0,0
19304,1,1,0,0,0,0
19305,0,0,0,0,0,0
19306,1,1,1,1,1,1
19308,0,0,0,0,0,0
19310,1,1,0,0,0,0
19311,1,1,0,0,0,0
19312,1,0,0,0,0,0
19313,1,1,1,1,0,0
19314,0,0,0,0,0,0
19315,1,1,1,1,1,1
19316,1,0,0,0,0,0
19317,1,1,0,0,0,0
19318,1,1,0,0,0,0
19319,0,0,0,0,0,0
19320,1,1,1,1,0,0
19322,0,0,0,0,0,0
19323,0,0,0,0,0,0
19324,0,0,0,0,0,0
19326,0,0,0,0,0,0
19327,0,0,0,0,0,0
19328,1,1,1,0,0,0
19329,1,1,1,0,0,0
19330,1,1,1,1,1,1
19331,0,0,0,0,0,0
19332,0,0,0,0,0,0
19333,1,1,0,0,0,0
19334,0,0,0,0,0,0
19335,1,1,0,0,0,0
19336,0,0,0,0,0,0
19337,1,1,1,0,0,0
19338,1,0,0,0,0,0
19339,1,1,0,0,0,0
19340,1,1,1,0,0,0
19341,1,1,1,0,0,0
19342,0,0,0,0,0,0
19343,1,0,0,0,0,0
19345,1,1,0,0,0,0
19346,0,0,0,0,0,0
19347,0,0,0,0,0,0
19348,0,0,0,0,0,0
19349,1,0,0,0,0,0
19350,1,1,1,0,0,0
19351,0,0,0,0,0,0
19352,1,1,1,1,1,0
19353,0,0,0,0,0,0
19355,1,1,1,0,0,0
19356,0,0,0,0,0,0
19357,0,0,0,0,0,0
19358,0,0,0,0,0,0
19359,1,1,1,1,1,1
19360,0,0,0,0,0,0
19361,0,0,0,0,0,0
19362,1,1,1,1,1,0
19364,1,1,1,0,0,0
19365,0,0,0,0,0,0
19366,1,1,0,0,0,0
19367,1,1,1,0,0,0
19368,0,0,0,0,0,0
19369,0,0,0,0,0,0
19370,1,0,0,0,0,0
19371,0,0,0,0,0,0
19372,1,0,0,0,0,0
19374,0,0,0,0,0,0
19375,1,1,1,1,1,1
19376,0,0,0,0,0,0
19377,1,1,1,0,0,0
19378,0,0,0,0,0,0
19379,1,1,0,0,0,0
19380,0,0,0,0,0,0
19381,0,0,0,0,0,0
19382,1,1,0,0,0,0
19383,0,0,0,0,0,0
19384,1,1,1,1,1,0
19385,1,0,0,0,0,0
19386,0,0,0,0,0,0
19387,1,1,0,0,0,0
19388,0,0,0,0,0,0
19389,0,0,0,0,0,0
19391,1,1,0,0,0,0
19392,0,0,0,0,0,0
19395,1,0,0,0,0,0
19396,0,0,0,0,0,0
19397,1,1,0,0,0,0
19398,1,1,0,0,0,0
19399,1,1,0,0,0,0
19400,0,0,0,0,0,0
19401,0,0,0,0,0,0
19403,1,1,0,0,0,0
19404,1,1,1,0,0,0
19405,1,1,1,1,1,0
19406,1,1,1,1,1,1
19407,0,0,0,0,0,0
19408,0,0,0,0,0,0
19410,0,0,0,0,0,0
19411,1,1,0,0,0,0
19412,0,0,0,0,0,0
19413,0,0,0,0,0,0
19414,0,0,0,0,0,0
19415,1,0,0,0,0,0
19417,0,0,0,0,0,0
19418,0,0,0,0,0,0
19419,1,0,0,0,0,0
19420,1,1,0,0,0,0
19421,0,0,0,0,0,0
19423,1,0,0,0,0,0
19424,0,0,0,0,0,0
19426,0,0,0,0,0,0
19427,0,0,0,0,0,0
19428,1,1,1,1,1,0
19429,0,0,0,0,0,0
19430,1,1,0,0,0,0
19431,1,0,0,0,0,0
19432,1,1,1,1,1,1
19433,0,0,0,0,0,0
19434,1,0,0,0,0,0
19435,0,0,0,0,0,0
19436,1,0,0,0,0,0
19437,1,0,0,0,0,0
19439,0,0,0,0,0,0
19440,1,0,0,0,0,0
19441,1,0,0,0,0,0
19442,1,1,1,1,1,1
19443,1,1,0,0,0,0
19444,1,1,0,0,0,0
19445,1,0,0,0,0,0
19446,1,1,0,0,0,0
19447,0,0,0,0,0,0
19448,0,0,0,0,0,0
19449,1,1,0,0,0,0
19450,1,1,0,0,0,0
19452,1,1,0,0,0,0
19453,1,1,1,0,0,0
19455,0,0,0,0,0,0
19456,1,1,0,0,0,0
19457,1,1,1,0,0,0
19458,0,0,0,0,0,0
19459,1,1,1,0,0,0
19460,0,0,0,0,0,0
19461,0,0,0,0,0,0
19462,0,0,0,0,0,0
19464,1,1,0,0,0,0
19465,1,0,0,0,0,0
19466,1,1,1,1,1,0
19467,0,0,0,0,0,0
19469,1,0,0,0,0,0
19471,0,0,0,0,0,0
19472,0,0,0,0,0,0
19473,1,1,1,0,0,0
19474,0,0,0,0,0,0
19475,1,1,1,1,1,0
19476,1,1,0,0,0,0
19477,1,1,1,0,0,0
19478,1,1,1,1,1,1
19479,1,0,0,0,0,0
19482,0,0,0,0,0,0
19483,1,1,0,0,0,0
19484,1,1,0,0,0,0
19485,0,0,0,0,0,0
19487,1,1,0,0,0,0
19488,0,0,0,0,0,0
19489,1,0,0,0,0,0
19492,1,1,1,0,0,0
19493,0,0,0,0,0,0
19494,1,1,0,0,0,0
19495,0,0,0,0,0,0
19496,0,0,0,0,0,0
19497,0,0,0,0,0,0
19498,0,0,0,0,0,0
19499,1,1,1,1,1,0
19500,0,0,0,0,0,0
19501,0,0,0,0,0,0
19502,1,1,0,0,0,0
19504,1,1,1,0,0,0
19505,0,0,0,0,0,0
19506,0,0,0,0,0,0
19507,0,0,0,0,0,0
19508,1,0,0,0,0,0
19509,1,0,0,0,0,0
19510,1,1,1,1,0,0
19512,0,0,0,0,0,0
19513,0,0,0,0,0,0
19514,1,1,1,0,0,0
19515,0,0,0,0,0,0
19516,0,0,0,0,0,0
19517,1,1,0,0,0,0
19518,0,0,0,0,0,0
19519,1,1,0,0,0,0
19520,0,0,0,0,0,0
19521,1,1,1,1,0,0
19522,0,0,0,0,0,0
19523,0,0,0,0,0,0
19525,0,0,0,0,0,0
19526,0,0,0,0,0,0
19527,1,1,1,0,0,0
19528,1,1,0,0,0,0
19529,1,1,1,0,0,0
19531,1,1,0,0,0,0
19532,0,0,0,0,0,0
19534,1,1,0,0,0,0
19535,0,0,0,0,0,0
19536,1,1,1,1,1,0
19537,0,0,0,0,0,0
19538,1,1,0,0,0,0
19540,1,1,1,1,1,0
19541,0,0,0,0,0,0
19542,0,0,0,0,0,0
19543,0,0,0,0,0,0
19544,1,0,0,0,0,0
19546,1,1,0,0,0,0
19547,1,0,0,0,0,0
19548,1,1,1,1,0,0
19549,1,1,1,0,0,0
19550,0,0,0,0,0,0
19551,1,1,1,1,1,1
19552,0,0,0,0,0,0
19553,1,1,0,0,0,0
19554,0,0,0,0,0,0
19555,1,0,0,0,0,0
19556,0,0,0,0,0,0
19557,1,0,0,0,0,0
19558,1,0,0,0,0,0
19559,1,1,1,0,0,0
19560,1,1,1,1,1,1
19561,1,1,1,1,1,1
19562,0,0,0,0,0,0
19563,1,0,0,0,0,0
19564,1,0,0,0,0,0
19565,1,0,0,0,0,0
19566,0,0,0,0,0,0
19567,1,1,1,1,1,0
19568,0,0,0,0,0,0
19569,1,1,1,0,0,0
19570,1,1,1,1,1,1
19571,0,0,0,0,0,0
19572,0,0,0,0,0,0
19573,0,0,0,0,0,0
19575,1,1,1,1,1,0
19576,0,0,0,0,0,0
19577,1,0,0,0,0,0
19578,1,1,1,1,1,1
19579,0,0,0,0,0,0
19580,1,1,1,0,0,0
19582,1,1,0,0,0,0
19584,1,0,0,0,0,0
19585,0,0,0,0,0,0
19586,1,0,0,0,0,0
19587,1,1,1,1,0,0
19589,1,0,0,0,0,0
19590,1,1,0,0,0,0
19591,0,0,0,0,0,0
19592,1,1,1,0,0,0
19593,1,1,0,0,0,0
19594,1,0,0,0,0,0
19595,0,0,0,0,0,0
19596,1,1,0,0,0,0
19598,1,1,1,1,1,0
19599,0,0,0,0,0,0
19600,0,0,0,0,0,0
19601,0,0,0,0,0,0
19602,0,0,0,0,0,0
19603,0,0,0,0,0,0
19604,1,0,0,0,0,0
19606,0,0,0,0,0,0
19607,1,1,1,1,1,1
19608,1,1,1,1,1,0
19609,1,1,0,0,0,0
19610,0,0,0,0,0,0
19611,0,0,0,0,0,0
19613,0,0,0,0,0,0
19614,0,0,0,0,0,0
19615,0,0,0,0,0,0
19616,0,0,0,0,0,0
19617,0,0,0,0,0,0
19618,1,1,1,0,0,0
19619,1,1,1,0,0,0
19620,0,0,0,0,0,0
19621,1,1,0,0,0,0
19623,0,0,0,0,0,0
19624,0,0,0,0,0,0
19626,0,0,0,0,0,0
19627,1,0,0,0,0,0
19628,1,1,0,0,0,0
19629,0,0,0,0,0,0
19630,0,0,0,0,0,0
19631,1,0,0,0,0,0
19632,1,0,0,0,0,0
19633,0,0,0,0,0,0
19634,1,1,1,1,0,0
19635,0,0,0,0,0,0
19636,1,0,0,0,0,0
19637,1,1,1,1,1,0
19638,0,0,0,0,0,0
19639,1,1,0,0,0,0
19640,0,0,0,0,0,0
19641,0,0,0,0,0,0
19642,0,0,0,0,0,0
19644,1,0,0,0,0,0
19645,0,0,0,0,0,0
19646,1,1,1,0,0,0
19647,1,0,0,0,0,0
19649,0,0,0,0,0,0
19650,0,0,0,0,0,0
19651,0,0,0,0,0,0
19652,0,0,0,0,0,0
19653,0,0,0,0,0,0
19654,1,0,0,0,0,0
19655,1,0,0,0,0,0
19656,1,0,0,0,0,0
19657,0,0,0,0,0,0
19658,0,0,0,0,0,0
19659,0,0,0,0,0,0
19660,0,0,0,0,0,0
19661,1,0,0,0,0,0
19662,0,0,0,0,0,0
19663,0,0,0,0,0,0
19664,1,1,1,1,1,0
19667,1,0,0,0,0,0
19668,0,0,0,0,0,0
19670,1,0,0,0,0,0
19671,1,1,0,0,0,0
19672,1,0,0,0,0,0
19673,1,0,0,0,0,0
19674,1,1,1,0,0,0
19675,1,0,0,0,0,0
19676,1,1,0,0,0,0
19677,0,0,0,0,0,0
19679,1,1,0,0,0,0
19680,0,0,0,0,0,0
19682,1,1,0,0,0,0
19683,0,0,0,0,0,0
19684,0,0,0,0,0,0
19685,1,0,0,0,0,0
19687,0,0,0,0,0,0
19688,1,1,0,0,0,0
19689,1,0,0,0,0,0
19691,0,0,0,0,0,0
19692,0,0,0,0,0,0
19693,0,0,0,0,0,0
19694,1,1,0,0,0,0
19695,1,1,1,1,1,1
19696,0,0,0,0,0,0
19697,1,0,0,0,0,0
19698,1,0,0,0,0,0
19699,0,0,0,0,0,0
19700,0,0,0,0,0,0
19701,1,0,0,0,0,0
19702,1,0,0,0,0,0
19703,1,1,1,0,0,0
19704,1,1,1,0,0,0
19705,0,0,0,0,0,0
19707,0,0,0,0,0,0
19708,1,1,1,1,1,0
19709,0,0,0,0,0,0
19711,1,1,0,0,0,0
19712,0,0,0,0,0,0
19713,0,0,0,0,0,0
19714,1,1,0,0,0,0
19715,0,0,0,0,0,0
19716,0,0,0,0,0,0
19717,0,0,0,0,0,0
19718,0,0,0,0,0,0
19719,1,1,0,0,0,0
19722,1,1,1,1,1,1
19723,1,1,0,0,0,0
19724,1,1,0,0,0,0
19725,0,0,0,0,0,0
19726,1,1,0,0,0,0
19727,1,1,0,0,0,0
19728,1,1,0,0,0,0
19729,0,0,0,0,0,0
19730,1,1,0,0,0,0
19731,0,0,0,0,0,0
19732,0,0,0,0,0,0
19733,1,0,0,0,0,0
19735,0,0,0,0,0,0
19736,1,1,0,0,0,0
19737,1,1,1,1,1,1
19738,1,0,0,0,0,0
19739,1,1,1,0,0,0
19740,0,0,0,0,0,0
19741,0,0,0,0,0,0
19742,0,0,0,0,0,0
19743,1,1,0,0,0,0
19744,0,0,0,0,0,0
19745,1,1,1,0,0,0
19746,1,1,0,0,0,0
19747,0,0,0,0,0,0
19748,1,0,0,0,0,0
19749,1,1,0,0,0,0
19750,1,0,0,0,0,0
19751,0,0,0,0,0,0
19752,0,0,0,0,0,0
19753,0,0,0,0,0,0
19754,0,0,0,0,0,0
19755,0,0,0,0,0,0
19756,0,0,0,0,0,0
19757,0,0,0,0,0,0
19760,1,0,0,0,0,0
19761,0,0,0,0,0,0
19763,1,1,1,1,1,0
19764,1,1,0,0,0,0
19765,0,0,0,0,0,0
19766,1,0,0,0,0,0
19768,1,0,0,0,0,0
19769,1,0,0,0,0,0
19770,0,0,0,0,0,0
19771,1,1,0,0,0,0
19772,1,1,0,0,0,0
19774,0,0,0,0,0,0
19775,1,0,0,0,0,0
19776,1,0,0,0,0,0
19777,0,0,0,0,0,0
19778,1,0,0,0,0,0
19780,0,0,0,0,0,0
19782,1,1,0,0,0,0
19783,1,0,0,0,0,0
19784,1,1,1,1,1,1
19785,0,0,0,0,0,0
19786,1,1,1,0,0,0
19787,0,0,0,0,0,0
19789,1,0,0,0,0,0
19790,0,0,0,0,0,0
19791,0,0,0,0,0,0
19792,0,0,0,0,0,0
19793,1,1,1,1,1,0
19794,0,0,0,0,0,0
19796,1,1,0,0,0,0
19797,0,0,0,0,0,0
19799,1,1,1,1,0,0
19800,0,0,0,0,0,0
19802,0,0,0,0,0,0
19803,1,1,0,0,0,0
19804,0,0,0,0,0,0
19806,0,0,0,0,0,0
19807,1,1,0,0,0,0
19808,0,0,0,0,0,0
19809,0,0,0,0,0,0
19810,0,0,0,0,0,0
19811,0,0,0,0,0,0
19812,1,0,0,0,0,0
19813,1,1,0,0,0,0
19814,1,1,0,0,0,0
19815,0,0,0,0,0,0
19816,1,1,0,0,0,0
19817,1,0,0,0,0,0
19818,0,0,0,0,0,0
19819,1,1,0,0,0,0
19820,0,0,0,0,0,0
19821,1,1,1,1,1,0
19823,0,0,0,0,0,0
19824,0,0,0,0,0,0
19825,1,0,0,0,0,0
19826,0,0,0,0,0,0
19827,1,1,0,0,0,0
19828,1,1,0,0,0,0
19829,0,0,0,0,0,0
19830,0,0,0,0,0,0
19831,1,1,0,0,0,0
19832,0,0,0,0,0,0
19834,1,1,1,1,1,0
19835,1,1,0,0,0,0
19836,1,1,1,1,0,0
19837,1,1,0,0,0,0
19838,0,0,0,0,0,0
19839,1,1,0,0,0,0
19840,0,0,0,0,0,0
19841,1,1,1,1,1,1
19842,0,0,0,0,0,0
19843,1,0,0,0,0,0
19844,1,1,0,0,0,0
19845,0,0,0,0,0,0
19847,0,0,0,0,0,0
19848,0,0,0,0,0,0
19849,0,0,0,0,0,0
19850,1,1,1,1,1,1
19851,0,0,0,0,0,0
19853,1,0,0,0,0,0
19854,1,0,0,0,0,0
19855,1,0,0,0,0,0
19856,1,1,1,1,1,1
19857,0,0,0,0,0,0
19858,1,0,0,0,0,0
19859,1,1,0,0,0,0
19860,0,0,0,0,0,0
19861,1,1,1,0,0,0
19862,1,1,1,1,1,1
19863,1,1,0,0,0,0
19864,0,0,0,0,0,0
19865,0,0,0,0,0,0
19866,0,0,0,0,0,0
19867,0,0,0,0,0,0
19869,0,0,0,0,0,0
19870,1,1,0,0,0,0
19872,0,0,0,0,0,0
19873,1,1,0,0,0,0
19874,0,0,0,0,0,0
19875,0,0,0,0,0,0
19876,1,1,1,1,1,0
19877,0,0,0,0,0,0
19878,0,0,0,0,0,0
19879,1,0,0,0,0,0
19880,1,1,0,0,0,0
19882,1,0,0,0,0,0
19883,0,0,0,0,0,0
19884,1,1,0,0,0,0
19885,1,1,0,0,0,0
19886,1,1,0,0,0,0
19887,0,0,0,0,0,0
19889,1,1,0,0,0,0
19890,0,0,0,0,0,0
19891,0,0,0,0,0,0
19893,0,0,0,0,0,0
19894,0,0,0,0,0,0
19895,1,1,0,0,0,0
19896,1,1,0,0,0,0
19897,1,1,0,0,0,0
19898,0,0,0,0,0,0
19899,1,1,1,1,1,0
19901,0,0,0,0,0,0
19902,1,0,0,0,0,0
19903,1,1,0,0,0,0
19904,1,0,0,0,0,0
19905,1,0,0,0,0,0
19906,1,1,0,0,0,0
19907,0,0,0,0,0,0
19908,1,0,0,0,0,0
19910,0,0,0,0,0,0
19911,1,1,0,0,0,0
19912,0,0,0,0,0,0
19913,0,0,0,0,0,0
19915,0,0,0,0,0,0
19916,1,1,1,1,0,0
19918,1,1,0,0,0,0
19919,0,0,0,0,0,0
19920,1,1,1,1,1,1
19921,1,1,0,0,0,0
19922,1,1,0,0,0,0
19923,1,0,0,0,0,0
19925,0,0,0,0,0,0
19926,1,1,1,1,1,0
19927,0,0,0,0,0,0
19928,1,0,0,0,0,0
19930,1,1,0,0,0,0
19931,1,1,1,0,0,0
19932,1,1,1,0,0,0
19933,0,0,0,0,0,0
19934,0,0,0,0,0,0
19936,0,0,0,0,0,0
19938,0,0,0,0,0,0
19939,0,0,0,0,0,0
19940,0,0,0,0,0,0
19941,0,0,0,0,0,0
19942,0,0,0,0,0,0
19943,0,0,0,0,0,0
19944,0,0,0,0,0,0
19945,1,1,1,1,1,1
19946,0,0,0,0,0,0
19947,1,1,0,0,0,0
19948,1,1,1,0,0,0
19949,0,0,0,0,0,0
19950,0,0,0,0,0,0
19951,1,1,0,0,0,0
19953,0,0,0,0,0,0
19954,1,1,0,0,0,0
19955,0,0,0,0,0,0
19956,0,0,0,0,0,0
19958,0,0,0,0,0,0
19959,0,0,0,0,0,0
19960,0,0,0,0,0,0
19961,1,0,0,0,0,0
19962,0,0,0,0,0,0
19963,1,1,0,0,0,0
19964,0,0,0,0,0,0
19965,0,0,0,0,0,0
19968,1,1,0,0,0,0
19969,1,1,0,0,0,0
19970,1,0,0,0,0,0
19971,1,0,0,0,0,0
19972,1,1,0,0,0,0
19973,1,1,0,0,0,0
19974,0,0,0,0,0,0
19975,1,1,1,1,1,0
19976,1,1,1,0,0,0
19978,0,0,0,0,0,0
19980,1,0,0,0,0,0
19982,0,0,0,0,0,0
19984,1,1,0,0,0,0
19985,1,1,0,0,0,0
19986,1,0,0,0,0,0
19987,1,1,1,1,1,1
19989,1,0,0,0,0,0
19991,0,0,0,0,0,0
19992,0,0,0,0,0,0
19994,0,0,0,0,0,0
19995,0,0,0,0,0,0
19998,0,0,0,0,0,0
20000,1,1,0,0,0,0
20001,0,0,0,0,0,0
20002,0,0,0,0,0,0
20005,1,1,0,0,0,0
20006,0,0,0,0,0,0
20007,0,0,0,0,0,0
20009,1,1,0,0,0,0
20010,0,0,0,0,0,0
20011,0,0,0,0,0,0
20012,1,1,0,0,0,0
20015,1,1,1,1,0,0
20016,0,0,0,0,0,0
20018,0,0,0,0,0,0
20019,1,1,1,1,1,1
20020,1,1,0,0,0,0
20021,1,1,0,0,0,0
20022,1,0,0,0,0,0
20023,1,1,0,0,0,0
20024,0,0,0,0,0,0
20025,1,0,0,0,0,0
20027,1,1,0,0,0,0
20028,1,0,0,0,0,0
20029,1,1,0,0,0,0
20031,0,0,0,0,0,0
20032,0,0,0,0,0,0
20034,1,1,0,0,0,0
20035,0,0,0,0,0,0
20036,0,0,0,0,0,0
20037,1,1,0,0,0,0
20038,0,0,0,0,0,0
20039,1,1,0,0,0,0
20040,0,0,0,0,0,0
20041,0,0,0,0,0,0
20042,0,0,0,0,0,0
20044,0,0,0,0,0,0
20045,0,0,0,0,0,0
20046,0,0,0,0,0,0
20048,1,1,0,0,0,0
20049,0,0,0,0,0,0
20050,1,0,0,0,0,0
20051,0,0,0,0,0,0
20052,0,0,0,0,0,0
20053,1,0,0,0,0,0
20054,0,0,0,0,0,0
20055,0,0,0,0,0,0
20056,0,0,0,0,0,0
20057,1,0,0,0,0,0
20058,1,1,1,0,0,0
20059,0,0,0,0,0,0
20060,1,0,0,0,0,0
20061,1,1,0,0,0,0
20062,1,0,0,0,0,0
20064,1,1,0,0,0,0
20065,0,0,0,0,0,0
20066,1,0,0,0,0,0
20067,0,0,0,0,0,0
20069,1,1,0,0,0,0
20070,1,1,0,0,0,0
20071,1,1,1,1,0,0
20072,0,0,0,0,0,0
20073,0,0,0,0,0,0
20074,0,0,0,0,0,0
20076,0,0,0,0,0,0
20077,0,0,0,0,0,0
20078,0,0,0,0,0,0
20079,1,1,0,0,0,0
20080,1,0,0,0,0,0
20081,0,0,0,0,0,0
20082,0,0,0,0,0,0
20083,0,0,0,0,0,0
20085,0,0,0,0,0,0
20088,0,0,0,0,0,0
20089,0,0,0,0,0,0
20090,0,0,0,0,0,0
20091,0,0,0,0,0,0
20092,1,1,0,0,0,0
20093,0,0,0,0,0,0
20094,1,1,0,0,0,0
20095,0,0,0,0,0,0
20096,0,0,0,0,0,0
20097,0,0,0,0,0,0
20099,0,0,0,0,0,0
20100,0,0,0,0,0,0
20102,1,0,0,0,0,0
20103,0,0,0,0,0,0
20104,0,0,0,0,0,0
20106,1,1,0,0,0,0
20108,1,0,0,0,0,0
20109,1,1,0,0,0,0
20110,0,0,0,0,0,0
20111,1,1,1,1,1,0
20112,1,1,0,0,0,0
20113,0,0,0,0,0,0
20115,0,0,0,0,0,0
20116,0,0,0,0,0,0
20117,0,0,0,0,0,0
20118,1,1,1,0,0,0
20119,1,1,1,1,1,0
20120,0,0,0,0,0,0
20121,1,1,0,0,0,0
20124,1,0,0,0,0,0
20125,0,0,0,0,0,0
20127,0,0,0,0,0,0
20128,0,0,0,0,0,0
20129,1,1,1,1,1,1
20131,0,0,0,0,0,0
20132,1,1,0,0,0,0
20133,1,1,0,0,0,0
20134,0,0,0,0,0,0
20136,0,0,0,0,0,0
20137,1,1,0,0,0,0
20138,0,0,0,0,0,0
20139,0,0,0,0,0,0
20140,1,1,0,0,0,0
20142,1,1,1,1,1,1
20144,0,0,0,0,0,0
20145,1,1,0,0,0,0
20146,0,0,0,0,0,0
20147,0,0,0,0,0,0
20148,1,0,0,0,0,0
20149,0,0,0,0,0,0
20150,0,0,0,0,0,0
20151,1,1,0,0,0,0
20152,0,0,0,0,0,0
20153,1,1,0,0,0,0
20154,1,1,0,0,0,0
20155,0,0,0,0,0,0
20156,1,1,0,0,0,0
20157,0,0,0,0,0,0
20158,0,0,0,0,0,0
20159,0,0,0,0,0,0
20160,1,0,0,0,0,0
20161,1,1,0,0,0,0
20162,1,1,0,0,0,0
20163,0,0,0,0,0,0
20164,1,1,1,1,1,0
20165,1,0,0,0,0,0
20167,0,0,0,0,0,0
20168,1,1,0,0,0,0
20169,0,0,0,0,0,0
20170,0,0,0,0,0,0
20171,0,0,0,0,0,0
20172,0,0,0,0,0,0
20173,1,0,0,0,0,0
20174,1,0,0,0,0,0
20175,1,1,0,0,0,0
20176,1,1,0,0,0,0
20178,0,0,0,0,0,0
20180,1,1,1,1,1,1
20181,1,1,1,1,0,0
20182,0,0,0,0,0,0
20183,1,0,0,0,0,0
20184,0,0,0,0,0,0
20185,1,1,1,0,0,0
20186,1,1,0,0,0,0
20187,0,0,0,0,0,0
20188,1,1,0,0,0,0
20189,1,0,0,0,0,0
20191,0,0,0,0,0,0
20192,0,0,0,0,0,0
20194,0,0,0,0,0,0
20195,1,1,1,1,1,0
20196,0,0,0,0,0,0
20197,0,0,0,0,0,0
20199,1,1,0,0,0,0
20200,0,0,0,0,0,0
20202,0,0,0,0,0,0
20203,0,0,0,0,0,0
20204,0,0,0,0,0,0
20205,0,0,0,0,0,0
20206,0,0,0,0,0,0
20207,0,0,0,0,0,0
20208,0,0,0,0,0,0
20209,1,1,1,0,0,0
20210,0,0,0,0,0,0
20211,0,0,0,0,0,0
20212,1,1,1,1,1,0
20213,0,0,0,0,0,0
20214,0,0,0,0,0,0
20215,0,0,0,0,0,0
20217,1,1,0,0,0,0
20218,0,0,0,0,0,0
20219,0,0,0,0,0,0
20220,1,1,0,0,0,0
20221,0,0,0,0,0,0
20223,1,1,0,0,0,0
20224,1,1,0,0,0,0
20225,0,0,0,0,0,0
20226,0,0,0,0,0,0
20227,1,1,0,0,0,0
20228,0,0,0,0,0,0
20229,1,1,0,0,0,0
20231,1,1,0,0,0,0
20232,1,1,1,1,1,0
20233,1,0,0,0,0,0
20234,1,1,0,0,0,0
20236,0,0,0,0,0,0
20237,0,0,0,0,0,0
20238,0,0,0,0,0,0
20239,1,1,1,1,1,0
20240,1,0,0,0,0,0
20241,1,1,0,0,0,0
20242,1,1,0,0,0,0
20243,1,1,1,1,0,0
20244,0,0,0,0,0,0
20245,0,0,0,0,0,0
20246,1,0,0,0,0,0
20247,1,1,1,1,0,0
20248,0,0,0,0,0,0
20250,0,0,0,0,0,0
20251,0,0,0,0,0,0
20252,0,0,0,0,0,0
20253,1,1,1,1,1,0
20255,0,0,0,0,0,0
20256,1,1,1,1,0,0
20257,0,0,0,0,0,0
20258,0,0,0,0,0,0
20259,1,1,1,1,0,0
20260,0,0,0,0,0,0
20261,1,1,0,0,0,0
20263,0,0,0,0,0,0
20264,1,1,0,0,0,0
20266,0,0,0,0,0,0
20267,1,1,0,0,0,0
20269,0,0,0,0,0,0
20271,0,0,0,0,0,0
20272,1,1,0,0,0,0
20273,1,0,0,0,0,0
20274,1,1,0,0,0,0
20276,0,0,0,0,0,0
20277,1,1,0,0,0,0
20278,0,0,0,0,0,0
20279,0,0,0,0,0,0
20281,0,0,0,0,0,0
20282,0,0,0,0,0,0
20283,1,1,0,0,0,0
20285,0,0,0,0,0,0
20287,0,0,0,0,0,0
20288,1,1,0,0,0,0
20289,1,1,1,1,1,1
20290,0,0,0,0,0,0
20291,1,1,0,0,0,0
20293,1,1,0,0,0,0
20294,1,0,0,0,0,0
20295,0,0,0,0,0,0
20296,0,0,0,0,0,0
20297,1,1,0,0,0,0
20298,0,0,0,0,0,0
20299,1,0,0,0,0,0
20300,0,0,0,0,0,0
20302,1,1,0,0,0,0
20303,0,0,0,0,0,0
20304,0,0,0,0,0,0
20305,0,0,0,0,0,0
20306,0,0,0,0,0,0
20307,0,0,0,0,0,0
20308,1,1,0,0,0,0
20309,1,0,0,0,0,0
20310,0,0,0,0,0,0
20311,0,0,0,0,0,0
20312,0,0,0,0,0,0
20314,0,0,0,0,0,0
20315,1,0,0,0,0,0
20316,0,0,0,0,0,0
20317,1,1,1,0,0,0
20319,0,0,0,0,0,0
20320,1,1,0,0,0,0
20321,0,0,0,0,0,0
20322,0,0,0,0,0,0
20324,0,0,0,0,0,0
20325,0,0,0,0,0,0
20326,1,1,0,0,0,0
20327,0,0,0,0,0,0
20329,0,0,0,0,0,0
20330,1,1,1,0,0,0
20331,0,0,0,0,0,0
20332,0,0,0,0,0,0
20333,0,0,0,0,0,0
20334,0,0,0,0,0,0
20335,1,0,0,0,0,0
20336,0,0,0,0,0,0
20337,0,0,0,0,0,0
20339,0,0,0,0,0,0
20340,0,0,0,0,0,0
20342,1,1,1,1,0,0
20343,0,0,0,0,0,0
20344,1,0,0,0,0,0
20345,0,0,0,0,0,0
20346,0,0,0,0,0,0
20348,1,1,0,0,0,0
20349,0,0,0,0,0,0
20351,0,0,0,0,0,0
20352,0,0,0,0,0,0
20354,1,1,1,1,1,1
20355,0,0,0,0,0,0
20356,0,0,0,0,0,0
20357,0,0,0,0,0,0
20358,1,1,1,1,1,0
20359,1,1,0,0,0,0
20360,1,1,0,0,0,0
20361,0,0,0,0,0,0
20364,1,1,1,1,1,1
20365,0,0,0,0,0,0
20366,0,0,0,0,0,0
20368,1,1,1,0,0,0
20369,1,1,1,0,0,0
20370,1,1,1,1,0,0
20372,0,0,0,0,0,0
20373,0,0,0,0,0,0
20375,0,0,0,0,0,0
20376,1,1,1,1,1,0
20377,0,0,0,0,0,0
20378,1,1,0,0,0,0
20379,0,0,0,0,0,0
20381,0,0,0,0,0,0
20382,0,0,0,0,0,0
20383,1,1,1,0,0,0
20384,1,0,0,0,0,0
20385,0,0,0,0,0,0
20386,1,1,0,0,0,0
20387,1,1,0,0,0,0
20388,1,0,0,0,0,0
20389,1,0,0,0,0,0
20391,1,1,0,0,0,0
