website_session_id,pageview_url,products_page,mrfuzzy_page,cart_page,shipping_page,billing_page,thankyou_page
19536,/shipping,0,0,0,1,0,0
19536,/billing,0,0,0,0,1,0
19537,/lander-1,0,0,0,0,0,0
19538,/lander-1,0,0,0,0,0,0
19538,/products,1,0,0,0,0,0
19538,/the-original-mr-fuzzy,0,1,0,0,0,0
19540,/lander-1,0,0,0,0,0,0
19540,/products,1,0,0,0,0,0
19540,/the-original-mr-fuzzy,0,1,0,0,0,0
19540,/cart,0,0,1,0,0,0
19540,/shipping,0,0,0,1,0,0
19540,/billing,0,0,0,0,1,0
19541,/lander-1,0,0,0,0,0,0
19542,/lander-1,0,0,0,0,0,0
19543,/lander-1,0,0,0,0,0,0
19544,/lander-1,0,0,0,0,0,0
19544,/products,1,0,0,0,0,0
19546,/lander-1,0,0,0,0,0,0
19546,/products,1,0,0,0,0,0
19546,/the-original-mr-fuzzy,0,1,0,0,0,0
19547,/lander-1,0,0,0,0,0,0
19547,/products,1,0,0,0,0,0
19548,/lander-1,0,0,0,0,0,0
19548,/products,1,0,0,0,0,0
19548,/the-original-mr-fuzzy,0,1,0,0,0,0
19548,/cart,0,0,1,0,0,0
19548,/shipping,0,0,0,1,0,0
19549,/lander-1,0,0,0,0,0,0
19549,/products,1,0,0,0,0,0
19549,/the-original-mr-fuzzy,0,1,0,0,0,0
19549,/cart,0,0,1,0,0,0
19550,/lander-1,0,0,0,0,0,0
19551,/lander-1,0,0,0,0,0,0
19551,/products,1,0,0,0,0,0
19551,/the-original-mr-fuzzy,0,1,0,0,0,0
19551,/cart,0,0,1,0,0,0
19551,/shipping,0,0,0,1,0,0
19551,/billing,0,0,0,0,1,0
19551,/thank-you-for-your-order,0,0,0,0,0,1
19552,/lander-1,0,0,0,0,0,0
19553,/lander-1,0,0,0,0,0,0
19553,/products,1,0,0,0,0,0
19553,/the-original-mr-fuzzy,0,1,0,0,0,0
19554,/lander-1,0,0,0,0,0,0
19555,/lander-1,0,0,0,0,0,0
19555,/products,1,0,0,0,0,0
19556,/lander-1,0,0,0,0,0,0
19557,/lander-1,0,0,0,0,0,0
19557,/products,1,0,0,0,0,0
19558,/lander-1,0,0,0,0,0,0
19558,/products,1,0,0,0,0,0
19559,/lander-1,0,0,0,0,0,0
19559,/products,1,0,0,0,0,0
19559,/the-original-mr-fuzzy,0,1,0,0,0,0
19559,/cart,0,0,1,0,0,0
19560,/lander-1,0,0,0,0,0,0
19560,/products,1,0,0,0,0,0
19560,/the-original-mr-fuzzy,0,1,0,0,0,0
19560,/cart,0,0,1,0,0,0
19560,/shipping,0,0,0,1,0,0
19560,/billing,0,0,0,0,1,0
19560,/thank-you-for-your-order,0,0,0,0,0,1
19561,/lander-1,0,0,0,0,0,0
19561,/products,1,0,0,0,0,0
19561,/the-original-mr-fuzzy,0,1,0,0,0,0
19561,/cart,0,0,1,0,0,0
19561,/shipping,0,0,0,1,0,0
19561,/billing,0,0,0,0,1,0
19561,/thank-you-for-your-order,0,0,0,0,0,1
19562,/lander-1,0,0,0,0,0,0
19563,/lander-1,0,0,0,0,0,0
19563,/products,1,0,0,0,0,0
19564,/lander-1,0,0,0,0,0,0
19564,/products,1,0,0,0,0,0
19565,/lander-1,0,0,0,0,0,0
19565,/products,1,0,0,0,0,0
19566,/lander-1,0,0,0,0,0,0
19567,/lander-1,0,0,0,0,0,0
19567,/products,1,0,0,0,0,0
19567,/the-original-mr-fuzzy,0,1,0,0,0,0
19567,/cart,0,0,1,0,0,0
19567,/shipping,0,0,0,1,0,0
19567,/billing,0,0,0,0,1,0
19568,/lander-1,0,0,0,0,0,0
19569,/lander-1,0,0,0,0,0,0
19569,/products,1,0,0,0,0,0
19569,/the-original-mr-fuzzy,0,1,0,0,0,0
19569,/cart,0,0,1,0,0,0
19570,/lander-1,0,0,0,0,0,0
19570,/products,1,0,0,0,0,0
19570,/the-original-mr-fuzzy,0,1,0,0,0,0
19570,/cart,0,0,1,0,0,0
19570,/shipping,0,0,0,1,0,0
19570,/billing,0,0,0,0,1,0
19570,/thank-you-for-your-order,0,0,0,0,0,1
19571,/lander-1,0,0,0,0,0,0
19572,/lander-1,0,0,0,0,0,0
19573,/lander-1,0,0,0,0,0,0
19575,/lander-1,0,0,0,0,0,0
19575,/products,1,0,0,0,0,0
19575,/the-original-mr-fuzzy,0,1,0,0,0,0
19575,/cart,0,0,1,0,0,0
19575,/shipping,0,0,0,1,0,0
19575,/billing,0,0,0,0,1,0
19576,/lander-1,0,0,0,0,0,0
19577,/lander-1,0,0,0,0,0,0
19577,/products,1,0,0,0,0,0
19578,/lander-1,0,0,0,0,0,0
19578,/products,1,0,0,0,0,0
19578,/the-original-mr-fuzzy,0,1,0,0,0,0
19578,/cart,0,0,1,0,0,0
19578,/shipping,0,0,0,1,0,0
19578,/billing,0,0,0,0,1,0
19578,/thank-you-for-your-order,0,0,0,0,0,1
19579,/lander-1,0,0,0,0,0,0
19580,/lander-1,0,0,0,0,0,0
19580,/products,1,0,0,0,0,0
19580,/the-original-mr-fuzzy,0,1,0,0,0,0
19580,/cart,0,0,1,0,0,0
19582,/lander-1,0,0,0,0,0,0
19582,/products,1,0,0,0,0,0
19582,/the-original-mr-fuzzy,0,1,0,0,0,0
19584,/lander-1,0,0,0,0,0,0
19584,/products,1,0,0,0,0,0
19585,/lander-1,0,0,0,0,0,0
19586,/lander-1,0,0,0,0,0,0
19586,/products,1,0,0,0,0,0
19587,/lander-1,0,0,0,0,0,0
19587,/products,1,0,0,0,0,0
19587,/the-original-mr-fuzzy,0,1,0,0,0,0
19587,/cart,0,0,1,0,0,0
19587,/shipping,0,0,0,1,0,0
19589,/lander-1,0,0,0,0,0,0
19589,/products,1,0,0,0,0,0
19590,/lander-1,0,0,0,0,0,0
19590,/products,1,0,0,0,0,0
19590,/the-original-mr-fuzzy,0,1,0,0,0,0
19591,/lander-1,0,0,0,0,0,0
19592,/lander-1,0,0,0,0,0,0
19592,/products,1,0,0,0,0,0
19592,/the-original-mr-fuzzy,0,1,0,0,0,0
19592,/cart,0,0,1,0,0,0
19593,/lander-1,0,0,0,0,0,0
19593,/products,1,0,0,0,0,0
19593,/the-original-mr-fuzzy,0,1,0,0,0,0
19594,/lander-1,0,0,0,0,0,0
19594,/products,1,0,0,0,0,0
19595,/lander-1,0,0,0,0,0,0
19596,/lander-1,0,0,0,0,0,0
19596,/products,1,0,0,0,0,0
19596,/the-original-mr-fuzzy,0,1,0,0,0,0
19598,/lander-1,0,0,0,0,0,0
19598,/products,1,0,0,0,0,0
19598,/the-original-mr-fuzzy,0,1,0,0,0,0
19598,/cart,0,0,1,0,0,0
19598,/shipping,0,0,0,1,0,0
19598,/billing,0,0,0,0,1,0
19599,/lander-1,0,0,0,0,0,0
19600,/lander-1,0,0,0,0,0,0
19601,/lander-1,0,0,0,0,0,0
19602,/lander-1,0,0,0,0,0,0
19603,/lander-1,0,0,0,0,0,0
19604,/lander-1,0,0,0,0,0,0
19604,/products,1,0,0,0,0,0
19606,/lander-1,0,0,0,0,0,0
19607,/lander-1,0,0,0,0,0,0
19607,/products,1,0,0,0,0,0
19607,/the-original-mr-fuzzy,0,1,0,0,0,0
19607,/cart,0,0,1,0,0,0
19607,/shipping,0,0,0,1,0,0
19607,/billing,0,0,0,0,1,0
19607,/thank-you-for-your-order,0,0,0,0,0,1
19608,/lander-1,0,0,0,0,0,0
19608,/products,1,0,0,0,0,0
19608,/the-original-mr-fuzzy,0,1,0,0,0,0
19608,/cart,0,0,1,0,0,0
19608,/shipping,0,0,0,1,0,0
19608,/billing,0,0,0,0,1,0
19609,/lander-1,0,0,0,0,0,0
19609,/products,1,0,0,0,0,0
19609,/the-original-mr-fuzzy,0,1,0,0,0,0
19610,/lander-1,0,0,0,0,0,0
19611,/lander-1,0,0,0,0,0,0
19613,/lander-1,0,0,0,0,0,0
19614,/lander-1,0,0,0,0,0,0
19615,/lander-1,0,0,0,0,0,0
19616,/lander-1,0,0,0,0,0,0
19617,/lander-1,0,0,0,0,0,0
19618,/lander-1,0,0,0,0,0,0
19618,/products,1,0,0,0,0,0
19618,/the-original-mr-fuzzy,0,1,0,0,0,0
19618,/cart,0,0,1,0,0,0
19619,/lander-1,0,0,0,0,0,0
19619,/products,1,0,0,0,0,0
19619,/the-original-mr-fuzzy,0,1,0,0,0,0
19619,/cart,0,0,1,0,0,0
19620,/lander-1,0,0,0,0,0,0
19621,/lander-1,0,0,0,0,0,0
19621,/products,1,0,0,0,0,0
19621,/the-original-mr-fuzzy,0,1,0,0,0,0
19623,/lander-1,0,0,0,0,0,0
19624,/lander-1,0,0,0,0,0,0
19626,/lander-1,0,0,0,0,0,0
19627,/lander-1,0,0,0,0,0,0
19627,/products,1,0,0,0,0,0
19628,/lander-1,0,0,0,0,0,0
19628,/products,1,0,0,0,0,0
19628,/the-original-mr-fuzzy,0,1,0,0,0,0
19629,/lander-1,0,0,0,0,0,0
19630,/lander-1,0,0,0,0,0,0
19631,/lander-1,0,0,0,0,0,0
19631,/products,1,0,0,0,0,0
19632,/lander-1,0,0,0,0,0,0
19632,/products,1,0,0,0,0,0
19633,/lander-1,0,0,0,0,0,0
19634,/lander-1,0,0,0,0,0,0
19634,/products,1,0,0,0,0,0
19634,/the-original-mr-fuzzy,0,1,0,0,0,0
19634,/cart,0,0,1,0,0,0
19634,/shipping,0,0,0,1,0,0
19635,/lander-1,0,0,0,0,0,0
19636,/lander-1,0,0,0,0,0,0
19636,/products,1,0,0,0,0,0
19637,/lander-1,0,0,0,0,0,0
19637,/products,1,0,0,0,0,0
19637,/the-original-mr-fuzzy,0,1,0,0,0,0
19637,/cart,0,0,1,0,0,0
19637,/shipping,0,0,0,1,0,0
19637,/billing,0,0,0,0,1,0
19638,/lander-1,0,0,0,0,0,0
19639,/lander-1,0,0,0,0,0,0
19639,/products,1,0,0,0,0,0
19639,/the-original-mr-fuzzy,0,1,0,0,0,0
19640,/lander-1,0,0,0,0,0,0
19641,/lander-1,0,0,0,0,0,0
19642,/lander-1,0,0,0,0,0,0
19644,/lander-1,0,0,0,0,0,0
19644,/products,1,0,0,0,0,0
19645,/lander-1,0,0,0,0,0,0
19646,/lander-1,0,0,0,0,0,0
19646,/products,1,0,0,0,0,0
19646,/the-original-mr-fuzzy,0,1,0,0,0,0
19646,/cart,0,0,1,0,0,0
19647,/lander-1,0,0,0,0,0,0
19647,/products,1,0,0,0,0,0
19649,/lander-1,0,0,0,0,0,0
19650,/lander-1,0,0,0,0,0,0
19651,/lander-1,0,0,0,0,0,0
19652,/lander-1,0,0,0,0,0,0
19653,/lander-1,0,0,0,0,0,0
19654,/lander-1,0,0,0,0,0,0
19654,/products,1,0,0,0,0,0
19655,/lander-1,0,0,0,0,0,0
19655,/products,1,0,0,0,0,0
19656,/lander-1,0,0,0,0,0,0
19656,/products,1,0,0,0,0,0
19657,/lander-1,0,0,0,0,0,0
19658,/lander-1,0,0,0,0,0,0
19659,/lander-1,0,0,0,0,0,0
19660,/lander-1,0,0,0,0,0,0
19661,/lander-1,0,0,0,0,0,0
19661,/products,1,0,0,0,0,0
19662,/lander-1,0,0,0,0,0,0
19663,/lander-1,0,0,0,0,0,0
19664,/lander-1,0,0,0,0,0,0
19664,/products,1,0,0,0,0,0
19664,/the-original-mr-fuzzy,0,1,0,0,0,0
19664,/cart,0,0,1,0,0,0
19664,/shipping,0,0,0,1,0,0
19664,/billing,0,0,0,0,1,0
19667,/lander-1,0,0,0,0,0,0
19667,/products,1,0,0,0,0,0
19668,/lander-1,0,0,0,0,0,0
19670,/lander-1,0,0,0,0,0,0
19670,/products,1,0,0,0,0,0
19671,/lander-1,0,0,0,0,0,0
19671,/products,1,0,0,0,0,0
19671,/the-original-mr-fuzzy,0,1,0,0,0,0
19672,/lander-1,0,0,0,0,0,0
19672,/products,1,0,0,0,0,0
19673,/lander-1,0,0,0,0,0,0
19673,/products,1,0,0,0,0,0
19674,/lander-1,0,0,0,0,0,0
19674,/products,1,0,0,0,0,0
19674,/the-original-mr-fuzzy,0,1,0,0,0,0
19674,/cart,0,0,1,0,0,0
19675,/lander-1,0,0,0,0,0,0
19675,/products,1,0,0,0,0,0
19676,/lander-1,0,0,0,0,0,0
19676,/products,1,0,0,0,0,0
19676,/the-original-mr-fuzzy,0,1,0,0,0,0
19677,/lander-1,0,0,0,0,0,0
19679,/lander-1,0,0,0,0,0,0
19679,/products,1,0,0,0,0,0
19679,/the-original-mr-fuzzy,0,1,0,0,0,0
19680,/lander-1,0,0,0,0,0,0
19682,/lander-1,0,0,0,0,0,0
19682,/products,1,0,0,0,0,0
19682,/the-original-mr-fuzzy,0,1,0,0,0,0
19683,/lander-1,0,0,0,0,0,0
19684,/lander-1,0,0,0,0,0,0
19685,/lander-1,0,0,0,0,0,0
19685,/products,1,0,0,0,0,0
19687,/lander-1,0,0,0,0,0,0
19688,/lander-1,0,0,0,0,0,0
19688,/products,1,0,0,0,0,0
19688,/the-original-mr-fuzzy,0,1,0,0,0,0
19689,/lander-1,0,0,0,0,0,0
19689,/products,1,0,0,0,0,0
19691,/lander-1,0,0,0,0,0,0
19692,/lander-1,0,0,0,0,0,0
19693,/lander-1,0,0,0,0,0,0
19694,/lander-1,0,0,0,0,0,0
19694,/products,1,0,0,0,0,0
19694,/the-original-mr-fuzzy,0,1,0,0,0,0
19695,/lander-1,0,0,0,0,0,0
19695,/products,1,0,0,0,0,0
19695,/the-original-mr-fuzzy,0,1,0,0,0,0
19695,/cart,0,0,1,0,0,0
19695,/shipping,0,0,0,1,0,0
19695,/billing,0,0,0,0,1,0
19695,/thank-you-for-your-order,0,0,0,0,0,1
19696,/lander-1,0,0,0,0,0,0
19697,/lander-1,0,0,0,0,0,0
19697,/products,1,0,0,0,0,0
19698,/lander-1,0,0,0,0,0,0
19698,/products,1,0,0,0,0,0
19699,/lander-1,0,0,0,0,0,0
19700,/lander-1,0,0,0,0,0,0
19701,/lander-1,0,0,0,0,0,0
19701,/products,1,0,0,0,0,0
19702,/lander-1,0,0,0,0,0,0
19702,/products,1,0,0,0,0,0
19703,/lander-1,0,0,0,0,0,0
19703,/products,1,0,0,0,0,0
19703,/the-original-mr-fuzzy,0,1,0,0,0,0
19703,/cart,0,0,1,0,0,0
19704,/lander-1,0,0,0,0,0,0
19704,/products,1,0,0,0,0,0
19704,/the-original-mr-fuzzy,0,1,0,0,0,0
19704,/cart,0,0,1,0,0,0
19705,/lander-1,0,0,0,0,0,0
19707,/lander-1,0,0,0,0,0,0
19708,/lander-1,0,0,0,0,0,0
19708,/products,1,0,0,0,0,0
19708,/the-original-mr-fuzzy,0,1,0,0,0,0
19708,/cart,0,0,1,0,0,0
19708,/shipping,0,0,0,1,0,0
19708,/billing,0,0,0,0,1,0
19709,/lander-1,0,0,0,0,0,0
19711,/lander-1,0,0,0,0,0,0
19711,/products,1,0,0,0,0,0
19711,/the-original-mr-fuzzy,0,1,0,0,0,0
19712,/lander-1,0,0,0,0,0,0
19713,/lander-1,0,0,0,0,0,0
19714,/lander-1,0,0,0,0,0,0
19714,/products,1,0,0,0,0,0
19714,/the-original-mr-fuzzy,0,1,0,0,0,0
19715,/lander-1,0,0,0,0,0,0
19716,/lander-1,0,0,0,0,0,0
19717,/lander-1,0,0,0,0,0,0
19718,/lander-1,0,0,0,0,0,0
19719,/lander-1,0,0,0,0,0,0
19719,/products,1,0,0,0,0,0
19719,/the-original-mr-fuzzy,0,1,0,0,0,0
19722,/lander-1,0,0,0,0,0,0
19722,/products,1,0,0,0,0,0
19722,/the-original-mr-fuzzy,0,1,0,0,0,0
19722,/cart,0,0,1,0,0,0
19722,/shipping,0,0,0,1,0,0
19722,/billing,0,0,0,0,1,0
19722,/thank-you-for-your-order,0,0,0,0,0,1
19723,/lander-1,0,0,0,0,0,0
19723,/products,1,0,0,0,0,0
19723,/the-original-mr-fuzzy,0,1,0,0,0,0
19724,/lander-1,0,0,0,0,0,0
19724,/products,1,0,0,0,0,0
19724,/the-original-mr-fuzzy,0,1,0,0,0,0
19725,/lander-1,0,0,0,0,0,0
19726,/lander-1,0,0,0,0,0,0
19726,/products,1,0,0,0,0,0
19726,/the-original-mr-fuzzy,0,1,0,0,0,0
19727,/lander-1,0,0,0,0,0,0
19727,/products,1,0,0,0,0,0
19727,/the-original-mr-fuzzy,0,1,0,0,0,0
19728,/lander-1,0,0,0,0,0,0
19728,/products,1,0,0,0,0,0
19728,/the-original-mr-fuzzy,0,1,0,0,0,0
19729,/lander-1,0,0,0,0,0,0
19730,/lander-1,0,0,0,0,0,0
19730,/products,1,0,0,0,0,0
19730,/the-original-mr-fuzzy,0,1,0,0,0,0
19731,/lander-1,0,0,0,0,0,0
19732,/lander-1,0,0,0,0,0,0
19733,/lander-1,0,0,0,0,0,0
19733,/products,1,0,0,0,0,0
19735,/lander-1,0,0,0,0,0,0
19736,/lander-1,0,0,0,0,0,0
19736,/products,1,0,0,0,0,0
19736,/the-original-mr-fuzzy,0,1,0,0,0,0
19737,/lander-1,0,0,0,0,0,0
19737,/products,1,0,0,0,0,0
19737,/the-original-mr-fuzzy,0,1,0,0,0,0
19737,/cart,0,0,1,0,0,0
19737,/shipping,0,0,0,1,0,0
19737,/billing,0,0,0,0,1,0
19737,/thank-you-for-your-order,0,0,0,0,0,1
19738,/lander-1,0,0,0,0,0,0
19738,/products,1,0,0,0,0,0
19739,/lander-1,0,0,0,0,0,0
19739,/products,1,0,0,0,0,0
19739,/the-original-mr-fuzzy,0,1,0,0,0,0
19739,/cart,0,0,1,0,0,0
19740,/lander-1,0,0,0,0,0,0
19741,/lander-1,0,0,0,0,0,0
19742,/lander-1,0,0,0,0,0,0
19743,/lander-1,0,0,0,0,0,0
19743,/products,1,0,0,0,0,0
19743,/the-original-mr-fuzzy,0,1,0,0,0,0
19744,/lander-1,0,0,0,0,0,0
19745,/lander-1,0,0,0,0,0,0
19745,/products,1,0,0,0,0,0
19745,/the-original-mr-fuzzy,0,1,0,0,0,0
19745,/cart,0,0,1,0,0,0
19746,/lander-1,0,0,0,0,0,0
19746,/products,1,0,0,0,0,0
19746,/the-original-mr-fuzzy,0,1,0,0,0,0
19747,/lander-1,0,0,0,0,0,0
19748,/lander-1,0,0,0,0,0,0
19748,/products,1,0,0,0,0,0
19749,/lander-1,0,0,0,0,0,0
19749,/products,1,0,0,0,0,0
19749,/the-original-mr-fuzzy,0,1,0,0,0,0
19750,/lander-1,0,0,0,0,0,0
19750,/products,1,0,0,0,0,0
19751,/lander-1,0,0,0,0,0,0
19752,/lander-1,0,0,0,0,0,0
19753,/lander-1,0,0,0,0,0,0
19754,/lander-1,0,0,0,0,0,0
19755,/lander-1,0,0,0,0,0,0
19756,/lander-1,0,0,0,0,0,0
19757,/lander-1,0,0,0,0,0,0
19760,/lander-1,0,0,0,0,0,0
19760,/products,1,0,0,0,0,0
19761,/lander-1,0,0,0,0,0,0
19763,/lander-1,0,0,0,0,0,0
19763,/products,1,0,0,0,0,0
19763,/the-original-mr-fuzzy,0,1,0,0,0,0
19763,/cart,0,0,1,0,0,0
19763,/shipping,0,0,0,1,0,0
19763,/billing,0,0,0,0,1,0
19764,/lander-1,0,0,0,0,0,0
19764,/products,1,0,0,0,0,0
19764,/the-original-mr-fuzzy,0,1,0,0,0,0
19765,/lander-1,0,0,0,0,0,0
19766,/lander-1,0,0,0,0,0,0
19766,/products,1,0,0,0,0,0
19768,/lander-1,0,0,0,0,0,0
19768,/products,1,0,0,0,0,0
19769,/lander-1,0,0,0,0,0,0
19769,/products,1,0,0,0,0,0
19770,/lander-1,0,0,0,0,0,0
19771,/lander-1,0,0,0,0,0,0
19771,/products,1,0,0,0,0,0
19771,/the-original-mr-fuzzy,0,1,0,0,0,0
19772,/lander-1,0,0,0,0,0,0
19772,/products,1,0,0,0,0,0
19772,/the-original-mr-fuzzy,0,1,0,0,0,0
19774,/lander-1,0,0,0,0,0,0
19775,/lander-1,0,0,0,0,0,0
19775,/products,1,0,0,0,0,0
19776,/lander-1,0,0,0,0,0,0
19776,/products,1,0,0,0,0,0
19777,/lander-1,0,0,0,0,0,0
19778,/lander-1,0,0,0,0,0,0
19778,/products,1,0,0,0,0,0
19780,/lander-1,0,0,0,0,0,0
19782,/lander-1,0,0,0,0,0,0
19782,/products,1,0,0,0,0,0
19782,/the-original-mr-fuzzy,0,1,0,0,0,0
19783,/lander-1,0,0,0,0,0,0
19783,/products,1,0,0,0,0,0
19784,/lander-1,0,0,0,0,0,0
19784,/products,1,0,0,0,0,0
19784,/the-original-mr-fuzzy,0,1,0,0,0,0
19784,/cart,0,0,1,0,0,0
19784,/shipping,0,0,0,1,0,0
19784,/billing,0,0,0,0,1,0
19784,/thank-you-for-your-order,0,0,0,0,0,1
19785,/lander-1,0,0,0,0,0,0
19786,/lander-1,0,0,0,0,0,0
19786,/products,1,0,0,0,0,0
19786,/the-original-mr-fuzzy,0,1,0,0,0,0
19786,/cart,0,0,1,0,0,0
19787,/lander-1,0,0,0,0,0,0
19789,/lander-1,0,0,0,0,0,0
19789,/products,1,0,0,0,0,0
19790,/lander-1,0,0,0,0,0,0
19791,/lander-1,0,0,0,0,0,0
19792,/lander-1,0,0,0,0,0,0
19793,/lander-1,0,0,0,0,0,0
19793,/products,1,0,0,0,0,0
19793,/the-original-mr-fuzzy,0,1,0,0,0,0
19793,/cart,0,0,1,0,0,0
19793,/shipping,0,0,0,1,0,0
19793,/billing,0,0,0,0,1,0
19794,/lander-1,0,0,0,0,0,0
19796,/lander-1,0,0,0,0,0,0
19796,/products,1,0,0,0,0,0
19796,/the-original-mr-fuzzy,0,1,0,0,0,0
19797,/lander-1,0,0,0,0,0,0
19799,/lander-1,0,0,0,0,0,0
19799,/products,1,0,0,0,0,0
19799,/the-original-mr-fuzzy,0,1,0,0,0,0
19799,/cart,0,0,1,0,0,0
19799,/shipping,0,0,0,1,0,0
19800,/lander-1,0,0,0,0,0,0
19802,/lander-1,0,0,0,0,0,0
19803,/lander-1,0,0,0,0,0,0
19803,/products,1,0,0,0,0,0
19803,/the-original-mr-fuzzy,0,1,0,0,0,0
19804,/lander-1,0,0,0,0,0,0
19806,/lander-1,0,0,0,0,0,0
19807,/lander-1,0,0,0,0,0,0
19807,/products,1,0,0,0,0,0
19807,/the-original-mr-fuzzy,0,1,0,0,0,0
19808,/lander-1,0,0,0,0,0,0
19809,/lander-1,0,0,0,0,0,0
19810,/lander-1,0,0,0,0,0,0
19811,/lander-1,0,0,0,0,0,0
19812,/lander-1,0,0,0,0,0,0
19812,/products,1,0,0,0,0,0
19813,/lander-1,0,0,0,0,0,0
19813,/products,1,0,0,0,0,0
19813,/the-original-mr-fuzzy,0,1,0,0,0,0
19814,/lander-1,0,0,0,0,0,0
19814,/products,1,0,0,0,0,0
19814,/the-original-mr-fuzzy,0,1,0,0,0,0
19815,/lander-1,0,0,0,0,0,0
19816,/lander-1,0,0,0,0,0,0
19816,/products,1,0,0,0,0,0
19816,/the-original-mr-fuzzy,0,1,0,0,0,0
19817,/lander-1,0,0,0,0,0,0
19817,/products,1,0,0,0,0,0
19818,/lander-1,0,0,0,0,0,0
19819,/lander-1,0,0,0,0,0,0
19819,/products,1,0,0,0,0,0
19819,/the-original-mr-fuzzy,0,1,0,0,0,0
19820,/lander-1,0,0,0,0,0,0
19821,/lander-1,0,0,0,0,0,0
19821,/products,1,0,0,0,0,0
19821,/the-original-mr-fuzzy,0,1,0,0,0,0
19821,/cart,0,0,1,0,0,0
19821,/shipping,0,0,0,1,0,0
19821,/billing,0,0,0,0,1,0
19823,/lander-1,0,0,0,0,0,0
19824,/lander-1,0,0,0,0,0,0
19825,/lander-1,0,0,0,0,0,0
19825,/products,1,0,0,0,0,0
19826,/lander-1,0,0,0,0,0,0
19827,/lander-1,0,0,0,0,0,0
19827,/products,1,0,0,0,0,0
19827,/the-original-mr-fuzzy,0,1,0,0,0,0
19828,/lander-1,0,0,0,0,0,0
19828,/products,1,0,0,0,0,0
19828,/the-original-mr-fuzzy,0,1,0,0,0,0
19829,/lander-1,0,0,0,0,0,0
19830,/lander-1,0,0,0,0,0,0
19831,/lander-1,0,0,0,0,0,0
19831,/products,1,0,0,0,0,0
19831,/the-original-mr-fuzzy,0,1,0,0,0,0
19832,/lander-1,0,0,0,0,0,0
19834,/lander-1,0,0,0,0,0,0
19834,/products,1,0,0,0,0,0
19834,/the-original-mr-fuzzy,0,1,0,0,0,0
19834,/cart,0,0,1,0,0,0
19834,/shipping,0,0,0,1,0,0
19834,/billing,0,0,0,0,1,0
19835,/lander-1,0,0,0,0,0,0
19835,/products,1,0,0,0,0,0
19835,/the-original-mr-fuzzy,0,1,0,0,0,0
19836,/lander-1,0,0,0,0,0,0
19836,/products,1,0,0,0,0,0
19836,/the-original-mr-fuzzy,0,1,0,0,0,0
19836,/cart,0,0,1,0,0,0
19836,/shipping,0,0,0,1,0,0
19837,/lander-1,0,0,0,0,0,0
19837,/products,1,0,0,0,0,0
19837,/the-original-mr-fuzzy,0,1,0,0,0,0
19838,/lander-1,0,0,0,0,0,0
19839,/lander-1,0,0,0,0,0,0
19839,/products,1,0,0,0,0,0
19839,/the-original-mr-fuzzy,0,1,0,0,0,0
19840,/lander-1,0,0,0,0,0,0
19841,/lander-1,0,0,0,0,0,0
19841,/products,1,0,0,0,0,0
19841,/the-original-mr-fuzzy,0,1,0,0,0,0
19841,/cart,0,0,1,0,0,0
19841,/shipping,0,0,0,1,0,0
19841,/billing,0,0,0,0,1,0
19841,/thank-you-for-your-order,0,0,0,0,0,1
19842,/lander-1,0,0,0,0,0,0
19843,/lander-1,0,0,0,0,0,0
19843,/products,1,0,0,0,0,0
19844,/lander-1,0,0,0,0,0,0
19844,/products,1,0,0,0,0,0
19844,/the-original-mr-fuzzy,0,1,0,0,0,0
19845,/lander-1,0,0,0,0,0,0
19847,/lander-1,0,0,0,0,0,0
19848,/lander-1,0,0,0,0,0,0
19849,/lander-1,0,0,0,0,0,0
19850,/lander-1,0,0,0,0,0,0
19850,/products,1,0,0,0,0,0
19850,/the-original-mr-fuzzy,0,1,0,0,0,0
19850,/cart,0,0,1,0,0,0
19850,/shipping,0,0,0,1,0,0
19850,/billing,0,0,0,0,1,0
19850,/thank-you-for-your-order,0,0,0,0,0,1
19851,/lander-1,0,0,0,0,0,0
19853,/lander-1,0,0,0,0,0,0
19853,/products,1,0,0,0,0,0
19854,/lander-1,0,0,0,0,0,0
19854,/products,1,0,0,0,0,0
19855,/lander-1,0,0,0,0,0,0
19855,/products,1,0,0,0,0,0
19856,/lander-1,0,0,0,0,0,0
19856,/products,1,0,0,0,0,0
19856,/the-original-mr-fuzzy,0,1,0,0,0,0
19856,/cart,0,0,1,0,0,0
19856,/shipping,0,0,0,1,0,0
19856,/billing,0,0,0,0,1,0
19856,/thank-you-for-your-order,0,0,0,0,0,1
19857,/lander-1,0,0,0,0,0,0
19858,/lander-1,0,0,0,0,0,0
19858,/products,1,0,0,0,0,0
19859,/lander-1,0,0,0,0,0,0
19859,/products,1,0,0,0,0,0
19859,/the-original-mr-fuzzy,0,1,0,0,0,0
19860,/lander-1,0,0,0,0,0,0
19861,/lander-1,0,0,0,0,0,0
19861,/products,1,0,0,0,0,0
19861,/the-original-mr-fuzzy,0,1,0,0,0,0
19861,/cart,0,0,1,0,0,0
19862,/lander-1,0,0,0,0,0,0
19862,/products,1,0,0,0,0,0
19862,/the-original-mr-fuzzy,0,1,0,0,0,0
19862,/cart,0,0,1,0,0,0
19862,/shipping,0,0,0,1,0,0
19862,/billing,0,0,0,0,1,0
19862,/thank-you-for-your-order,0,0,0,0,0,1
19863,/lander-1,0,0,0,0,0,0
19863,/products,1,0,0,0,0,0
19863,/the-original-mr-fuzzy,0,1,0,0,0,0
