time_period,cart_session_id,clicked_to_another_page,placed_order,items_purchased,price_usd
"A. Pre_Cross_Sell",125435,1,0,NULL,NULL
"A. Pre_Cross_Sell",125446,1,0,NULL,NULL
"A. Pre_Cross_Sell",125455,0,0,NULL,NULL
"A. Pre_Cross_Sell",125459,1,0,NULL,NULL
"A. Pre_Cross_Sell",125460,0,0,NULL,NULL
"A. Pre_Cross_Sell",125467,1,1,1,49.99
"A. Pre_Cross_Sell",125468,0,0,NULL,NULL
"A. Pre_Cross_Sell",125472,0,0,NULL,NULL
"A. Pre_Cross_Sell",125476,1,1,1,49.99
"A. Pre_Cross_Sell",125490,1,1,1,49.99
"A. Pre_Cross_Sell",125495,1,1,1,49.99
"A. Pre_Cross_Sell",125502,0,0,NULL,NULL
"A. Pre_Cross_Sell",125510,1,1,1,49.99
"A. Pre_Cross_Sell",125517,0,0,NULL,NULL
"A. Pre_Cross_Sell",125532,0,0,NULL,NULL
"A. Pre_Cross_Sell",125535,1,0,NULL,NULL
"A. Pre_Cross_Sell",125549,1,0,NULL,NULL
"A. Pre_Cross_Sell",125555,1,1,1,49.99
"A. Pre_Cross_Sell",125557,1,1,1,59.99
"A. Pre_Cross_Sell",125558,1,0,NULL,NULL
"A. Pre_Cross_Sell",125564,0,0,NULL,NULL
"A. Pre_Cross_Sell",125574,1,0,NULL,NULL
"A. Pre_Cross_Sell",125575,1,0,NULL,NULL
"A. Pre_Cross_Sell",125584,1,1,1,49.99
"A. Pre_Cross_Sell",125585,0,0,NULL,NULL
"A. Pre_Cross_Sell",125602,1,1,1,59.99
"A. Pre_Cross_Sell",125605,1,1,1,49.99
"A. Pre_Cross_Sell",125615,1,0,NULL,NULL
"A. Pre_Cross_Sell",125620,0,0,NULL,NULL
"A. Pre_Cross_Sell",125627,1,1,1,49.99
"A. Pre_Cross_Sell",125634,0,0,NULL,NULL
"A. Pre_Cross_Sell",125638,1,0,NULL,NULL
"A. Pre_Cross_Sell",125654,0,0,NULL,NULL
"A. Pre_Cross_Sell",125655,0,0,NULL,NULL
"A. Pre_Cross_Sell",125662,1,0,NULL,NULL
"A. Pre_Cross_Sell",125666,0,0,NULL,NULL
"A. Pre_Cross_Sell",125683,1,0,NULL,NULL
"A. Pre_Cross_Sell",125686,1,0,NULL,NULL
"A. Pre_Cross_Sell",125689,1,0,NULL,NULL
"A. Pre_Cross_Sell",125694,1,1,1,49.99
"A. Pre_Cross_Sell",125703,0,0,NULL,NULL
"A. Pre_Cross_Sell",125715,1,0,NULL,NULL
"A. Pre_Cross_Sell",125731,0,0,NULL,NULL
"A. Pre_Cross_Sell",125745,1,1,1,59.99
"A. Pre_Cross_Sell",125764,1,1,1,49.99
"A. Pre_Cross_Sell",125773,0,0,NULL,NULL
"A. Pre_Cross_Sell",125775,1,1,1,49.99
"A. Pre_Cross_Sell",125778,1,1,1,49.99
"A. Pre_Cross_Sell",125786,0,0,NULL,NULL
"A. Pre_Cross_Sell",125793,1,0,NULL,NULL
"A. Pre_Cross_Sell",125794,0,0,NULL,NULL
"A. Pre_Cross_Sell",125797,1,0,NULL,NULL
"A. Pre_Cross_Sell",125800,1,0,NULL,NULL
"A. Pre_Cross_Sell",125804,0,0,NULL,NULL
"A. Pre_Cross_Sell",125811,0,0,NULL,NULL
"A. Pre_Cross_Sell",125812,1,1,1,49.99
"A. Pre_Cross_Sell",125820,1,1,1,49.99
"A. Pre_Cross_Sell",125821,1,0,NULL,NULL
"A. Pre_Cross_Sell",125826,1,1,1,49.99
"A. Pre_Cross_Sell",125831,0,0,NULL,NULL
"A. Pre_Cross_Sell",125833,1,0,NULL,NULL
"A. Pre_Cross_Sell",125836,0,0,NULL,NULL
"A. Pre_Cross_Sell",125839,0,0,NULL,NULL
"A. Pre_Cross_Sell",125844,1,0,NULL,NULL
"A. Pre_Cross_Sell",125848,1,0,NULL,NULL
"A. Pre_Cross_Sell",125849,1,1,1,59.99
"A. Pre_Cross_Sell",125853,1,0,NULL,NULL
"A. Pre_Cross_Sell",125870,0,0,NULL,NULL
"A. Pre_Cross_Sell",125875,1,0,NULL,NULL
"A. Pre_Cross_Sell",125880,0,0,NULL,NULL
"A. Pre_Cross_Sell",125887,0,0,NULL,NULL
"A. Pre_Cross_Sell",125895,0,0,NULL,NULL
"A. Pre_Cross_Sell",125896,0,0,NULL,NULL
"A. Pre_Cross_Sell",125907,1,1,1,49.99
"A. Pre_Cross_Sell",125911,1,0,NULL,NULL
"A. Pre_Cross_Sell",125914,1,1,1,49.99
"A. Pre_Cross_Sell",125915,1,0,NULL,NULL
"A. Pre_Cross_Sell",125919,1,0,NULL,NULL
"A. Pre_Cross_Sell",125923,0,0,NULL,NULL
"A. Pre_Cross_Sell",125924,0,0,NULL,NULL
"A. Pre_Cross_Sell",125932,1,0,NULL,NULL
"A. Pre_Cross_Sell",125933,1,0,NULL,NULL
"A. Pre_Cross_Sell",125940,0,0,NULL,NULL
"A. Pre_Cross_Sell",125944,1,1,1,49.99
"A. Pre_Cross_Sell",125963,1,0,NULL,NULL
"A. Pre_Cross_Sell",125972,1,0,NULL,NULL
"A. Pre_Cross_Sell",125986,1,0,NULL,NULL
"A. Pre_Cross_Sell",125988,1,1,1,49.99
"A. Pre_Cross_Sell",125994,1,1,1,49.99
"A. Pre_Cross_Sell",125997,0,0,NULL,NULL
"A. Pre_Cross_Sell",125999,1,0,NULL,NULL
"A. Pre_Cross_Sell",126009,1,0,NULL,NULL
"A. Pre_Cross_Sell",126015,0,0,NULL,NULL
"A. Pre_Cross_Sell",126016,0,0,NULL,NULL
"A. Pre_Cross_Sell",126018,0,0,NULL,NULL
"A. Pre_Cross_Sell",126027,1,1,1,49.99
"A. Pre_Cross_Sell",126029,1,1,1,49.99
"A. Pre_Cross_Sell",126032,0,0,NULL,NULL
"A. Pre_Cross_Sell",126038,1,1,1,49.99
"A. Pre_Cross_Sell",126043,1,1,1,49.99
"A. Pre_Cross_Sell",126045,0,0,NULL,NULL
"A. Pre_Cross_Sell",126046,1,0,NULL,NULL
"A. Pre_Cross_Sell",126048,0,0,NULL,NULL
"A. Pre_Cross_Sell",126051,1,1,1,59.99
"A. Pre_Cross_Sell",126056,1,1,1,59.99
"A. Pre_Cross_Sell",126063,1,0,NULL,NULL
"A. Pre_Cross_Sell",126064,1,1,1,49.99
"A. Pre_Cross_Sell",126078,1,1,1,49.99
"A. Pre_Cross_Sell",126084,1,0,NULL,NULL
"A. Pre_Cross_Sell",126086,1,0,NULL,NULL
"A. Pre_Cross_Sell",126089,1,0,NULL,NULL
"A. Pre_Cross_Sell",126100,1,1,1,59.99
"A. Pre_Cross_Sell",126102,0,0,NULL,NULL
"A. Pre_Cross_Sell",126110,1,0,NULL,NULL
"A. Pre_Cross_Sell",126112,1,1,1,49.99
"A. Pre_Cross_Sell",126119,1,0,NULL,NULL
"A. Pre_Cross_Sell",126121,1,0,NULL,NULL
"A. Pre_Cross_Sell",126125,1,1,1,49.99
"A. Pre_Cross_Sell",126127,0,0,NULL,NULL
"A. Pre_Cross_Sell",126134,1,1,1,49.99
"A. Pre_Cross_Sell",126140,1,0,NULL,NULL
"A. Pre_Cross_Sell",126141,1,0,NULL,NULL
"A. Pre_Cross_Sell",126146,1,0,NULL,NULL
"A. Pre_Cross_Sell",126149,1,1,1,59.99
"A. Pre_Cross_Sell",126152,0,0,NULL,NULL
"A. Pre_Cross_Sell",126159,1,1,1,49.99
"A. Pre_Cross_Sell",126161,0,0,NULL,NULL
"A. Pre_Cross_Sell",126165,1,0,NULL,NULL
"A. Pre_Cross_Sell",126169,1,0,NULL,NULL
"A. Pre_Cross_Sell",126170,1,1,1,49.99
"A. Pre_Cross_Sell",126180,1,1,1,49.99
"A. Pre_Cross_Sell",126181,1,0,NULL,NULL
"A. Pre_Cross_Sell",126196,1,1,1,49.99
"A. Pre_Cross_Sell",126197,1,0,NULL,NULL
"A. Pre_Cross_Sell",126198,0,0,NULL,NULL
"A. Pre_Cross_Sell",126201,1,1,1,49.99
"A. Pre_Cross_Sell",126202,0,0,NULL,NULL
"A. Pre_Cross_Sell",126203,1,0,NULL,NULL
"A. Pre_Cross_Sell",126205,1,0,NULL,NULL
"A. Pre_Cross_Sell",126209,1,0,NULL,NULL
"A. Pre_Cross_Sell",126211,1,1,1,49.99
"A. Pre_Cross_Sell",126213,1,0,NULL,NULL
"A. Pre_Cross_Sell",126214,1,0,NULL,NULL
"A. Pre_Cross_Sell",126215,0,0,NULL,NULL
"A. Pre_Cross_Sell",126223,1,1,1,49.99
"A. Pre_Cross_Sell",126224,0,0,NULL,NULL
"A. Pre_Cross_Sell",126227,0,0,NULL,NULL
"A. Pre_Cross_Sell",126239,1,1,1,59.99
"A. Pre_Cross_Sell",126252,1,0,NULL,NULL
"A. Pre_Cross_Sell",126254,1,0,NULL,NULL
"A. Pre_Cross_Sell",126257,1,1,1,59.99
"A. Pre_Cross_Sell",126261,0,0,NULL,NULL
"A. Pre_Cross_Sell",126263,1,1,1,49.99
"A. Pre_Cross_Sell",126282,1,1,1,49.99
"A. Pre_Cross_Sell",126288,0,0,NULL,NULL
"A. Pre_Cross_Sell",126293,0,0,NULL,NULL
"A. Pre_Cross_Sell",126308,0,0,NULL,NULL
"A. Pre_Cross_Sell",126326,1,1,1,49.99
"A. Pre_Cross_Sell",126329,0,0,NULL,NULL
"A. Pre_Cross_Sell",126334,1,1,1,49.99
"A. Pre_Cross_Sell",126348,1,0,NULL,NULL
"A. Pre_Cross_Sell",126350,1,1,1,59.99
"A. Pre_Cross_Sell",126351,0,0,NULL,NULL
"A. Pre_Cross_Sell",126358,0,0,NULL,NULL
"A. Pre_Cross_Sell",126363,0,0,NULL,NULL
"A. Pre_Cross_Sell",126372,1,1,1,49.99
"A. Pre_Cross_Sell",126389,1,1,1,49.99
"A. Pre_Cross_Sell",126392,0,0,NULL,NULL
"A. Pre_Cross_Sell",126394,1,0,NULL,NULL
"A. Pre_Cross_Sell",126405,1,1,1,49.99
"A. Pre_Cross_Sell",126408,0,0,NULL,NULL
"A. Pre_Cross_Sell",126410,1,1,1,49.99
"A. Pre_Cross_Sell",126418,0,0,NULL,NULL
"A. Pre_Cross_Sell",126430,0,0,NULL,NULL
"A. Pre_Cross_Sell",126434,1,1,1,49.99
"A. Pre_Cross_Sell",126440,1,1,1,49.99
"A. Pre_Cross_Sell",126442,1,1,1,49.99
"A. Pre_Cross_Sell",126448,1,1,1,49.99
"A. Pre_Cross_Sell",126450,1,1,1,49.99
"A. Pre_Cross_Sell",126457,0,0,NULL,NULL
"A. Pre_Cross_Sell",126470,1,1,1,49.99
"A. Pre_Cross_Sell",126475,1,1,1,49.99
"A. Pre_Cross_Sell",126484,1,0,NULL,NULL
"A. Pre_Cross_Sell",126493,0,0,NULL,NULL
"A. Pre_Cross_Sell",126501,0,0,NULL,NULL
"A. Pre_Cross_Sell",126505,0,0,NULL,NULL
"A. Pre_Cross_Sell",126514,1,0,NULL,NULL
"A. Pre_Cross_Sell",126515,1,0,NULL,NULL
"A. Pre_Cross_Sell",126525,1,1,1,49.99
"A. Pre_Cross_Sell",126533,1,0,NULL,NULL
"A. Pre_Cross_Sell",126536,1,1,1,59.99
"A. Pre_Cross_Sell",126553,1,0,NULL,NULL
"A. Pre_Cross_Sell",126559,1,1,1,59.99
"A. Pre_Cross_Sell",126563,1,1,1,49.99
"A. Pre_Cross_Sell",126577,1,1,1,49.99
"A. Pre_Cross_Sell",126586,1,0,NULL,NULL
"A. Pre_Cross_Sell",126589,1,0,NULL,NULL
"A. Pre_Cross_Sell",126595,0,0,NULL,NULL
"A. Pre_Cross_Sell",126606,0,0,NULL,NULL
"A. Pre_Cross_Sell",126610,0,0,NULL,NULL
"A. Pre_Cross_Sell",126611,0,0,NULL,NULL
"A. Pre_Cross_Sell",126619,1,1,1,49.99
"A. Pre_Cross_Sell",126620,1,1,1,49.99
"A. Pre_Cross_Sell",126624,0,0,NULL,NULL
"A. Pre_Cross_Sell",126626,1,0,NULL,NULL
"A. Pre_Cross_Sell",126629,1,0,NULL,NULL
"A. Pre_Cross_Sell",126630,0,0,NULL,NULL
"A. Pre_Cross_Sell",126631,1,0,NULL,NULL
"A. Pre_Cross_Sell",126632,0,0,NULL,NULL
"A. Pre_Cross_Sell",126633,1,0,NULL,NULL
"A. Pre_Cross_Sell",126643,0,0,NULL,NULL
"A. Pre_Cross_Sell",126652,1,1,1,49.99
"A. Pre_Cross_Sell",126659,1,0,NULL,NULL
"A. Pre_Cross_Sell",126664,1,0,NULL,NULL
"A. Pre_Cross_Sell",126666,1,0,NULL,NULL
"A. Pre_Cross_Sell",126669,0,0,NULL,NULL
"A. Pre_Cross_Sell",126675,1,1,1,49.99
"A. Pre_Cross_Sell",126678,1,0,NULL,NULL
"A. Pre_Cross_Sell",126682,1,0,NULL,NULL
"A. Pre_Cross_Sell",126691,0,0,NULL,NULL
"A. Pre_Cross_Sell",126692,1,0,NULL,NULL
"A. Pre_Cross_Sell",126702,1,1,1,49.99
"A. Pre_Cross_Sell",126712,1,0,NULL,NULL
"A. Pre_Cross_Sell",126714,0,0,NULL,NULL
"A. Pre_Cross_Sell",126715,0,0,NULL,NULL
"A. Pre_Cross_Sell",126718,0,0,NULL,NULL
"A. Pre_Cross_Sell",126723,1,1,1,49.99
"A. Pre_Cross_Sell",126730,1,1,1,49.99
"A. Pre_Cross_Sell",126736,1,1,1,49.99
"A. Pre_Cross_Sell",126738,0,0,NULL,NULL
"A. Pre_Cross_Sell",126756,1,1,1,49.99
"A. Pre_Cross_Sell",126768,0,0,NULL,NULL
"A. Pre_Cross_Sell",126772,1,0,NULL,NULL
"A. Pre_Cross_Sell",126779,1,1,1,49.99
"A. Pre_Cross_Sell",126782,1,1,1,49.99
"A. Pre_Cross_Sell",126786,1,0,NULL,NULL
"A. Pre_Cross_Sell",126792,0,0,NULL,NULL
"A. Pre_Cross_Sell",126801,1,1,1,59.99
"A. Pre_Cross_Sell",126803,0,0,NULL,NULL
"A. Pre_Cross_Sell",126815,0,0,NULL,NULL
"A. Pre_Cross_Sell",126816,1,1,1,49.99
"A. Pre_Cross_Sell",126820,1,1,1,49.99
"A. Pre_Cross_Sell",126833,0,0,NULL,NULL
"A. Pre_Cross_Sell",126836,1,1,1,49.99
"A. Pre_Cross_Sell",126850,1,1,1,49.99
"A. Pre_Cross_Sell",126856,1,1,1,59.99
"A. Pre_Cross_Sell",126858,1,1,1,49.99
"A. Pre_Cross_Sell",126859,1,0,NULL,NULL
"A. Pre_Cross_Sell",126861,0,0,NULL,NULL
"A. Pre_Cross_Sell",126863,0,0,NULL,NULL
"A. Pre_Cross_Sell",126867,0,0,NULL,NULL
"A. Pre_Cross_Sell",126871,1,1,1,49.99
"A. Pre_Cross_Sell",126873,1,0,NULL,NULL
"A. Pre_Cross_Sell",126878,1,0,NULL,NULL
"A. Pre_Cross_Sell",126880,1,1,1,49.99
"A. Pre_Cross_Sell",126888,0,0,NULL,NULL
"A. Pre_Cross_Sell",126890,1,0,NULL,NULL
"A. Pre_Cross_Sell",126894,1,0,NULL,NULL
"A. Pre_Cross_Sell",126899,1,1,1,49.99
"A. Pre_Cross_Sell",126906,0,0,NULL,NULL
"A. Pre_Cross_Sell",126925,1,0,NULL,NULL
"A. Pre_Cross_Sell",126933,0,0,NULL,NULL
"A. Pre_Cross_Sell",126937,1,1,1,49.99
"A. Pre_Cross_Sell",126944,1,0,NULL,NULL
"A. Pre_Cross_Sell",126948,0,0,NULL,NULL
"A. Pre_Cross_Sell",126968,1,1,1,49.99
"A. Pre_Cross_Sell",126969,0,0,NULL,NULL
"A. Pre_Cross_Sell",126977,1,1,1,49.99
"A. Pre_Cross_Sell",126980,0,0,NULL,NULL
"A. Pre_Cross_Sell",126981,1,0,NULL,NULL
"A. Pre_Cross_Sell",126986,1,0,NULL,NULL
"A. Pre_Cross_Sell",126989,0,0,NULL,NULL
"A. Pre_Cross_Sell",127001,1,0,NULL,NULL
"A. Pre_Cross_Sell",127004,1,0,NULL,NULL
"A. Pre_Cross_Sell",127026,1,1,1,49.99
"A. Pre_Cross_Sell",127033,1,0,NULL,NULL
"A. Pre_Cross_Sell",127038,0,0,NULL,NULL
"A. Pre_Cross_Sell",127042,1,0,NULL,NULL
"A. Pre_Cross_Sell",127055,0,0,NULL,NULL
"A. Pre_Cross_Sell",127056,1,0,NULL,NULL
"A. Pre_Cross_Sell",127057,1,1,1,49.99
"A. Pre_Cross_Sell",127063,1,0,NULL,NULL
"A. Pre_Cross_Sell",127065,1,1,1,49.99
"A. Pre_Cross_Sell",127073,1,1,1,59.99
"A. Pre_Cross_Sell",127076,0,0,NULL,NULL
"A. Pre_Cross_Sell",127078,0,0,NULL,NULL
"A. Pre_Cross_Sell",127093,0,0,NULL,NULL
"A. Pre_Cross_Sell",127094,1,0,NULL,NULL
"A. Pre_Cross_Sell",127101,1,0,NULL,NULL
"A. Pre_Cross_Sell",127103,1,1,1,59.99
"A. Pre_Cross_Sell",127105,1,1,1,49.99
"A. Pre_Cross_Sell",127108,1,1,1,49.99
"A. Pre_Cross_Sell",127112,1,0,NULL,NULL
"A. Pre_Cross_Sell",127132,1,0,NULL,NULL
"A. Pre_Cross_Sell",127135,1,1,1,49.99
"A. Pre_Cross_Sell",127145,1,1,1,49.99
"A. Pre_Cross_Sell",127151,1,1,1,49.99
"A. Pre_Cross_Sell",127155,1,1,1,49.99
"A. Pre_Cross_Sell",127157,1,1,1,59.99
"A. Pre_Cross_Sell",127160,1,0,NULL,NULL
"A. Pre_Cross_Sell",127161,1,1,1,49.99
"A. Pre_Cross_Sell",127162,0,0,NULL,NULL
"A. Pre_Cross_Sell",127175,0,0,NULL,NULL
"A. Pre_Cross_Sell",127194,1,0,NULL,NULL
"A. Pre_Cross_Sell",127198,1,0,NULL,NULL
"A. Pre_Cross_Sell",127201,0,0,NULL,NULL
"A. Pre_Cross_Sell",127218,0,0,NULL,NULL
"A. Pre_Cross_Sell",127229,0,0,NULL,NULL
"A. Pre_Cross_Sell",127230,1,1,1,49.99
"A. Pre_Cross_Sell",127232,0,0,NULL,NULL
"A. Pre_Cross_Sell",127235,1,0,NULL,NULL
"A. Pre_Cross_Sell",127239,1,0,NULL,NULL
"A. Pre_Cross_Sell",127260,0,0,NULL,NULL
"A. Pre_Cross_Sell",127264,1,1,1,59.99
"A. Pre_Cross_Sell",127272,1,0,NULL,NULL
"A. Pre_Cross_Sell",127277,1,0,NULL,NULL
"A. Pre_Cross_Sell",127280,1,0,NULL,NULL
"A. Pre_Cross_Sell",127290,0,0,NULL,NULL
"A. Pre_Cross_Sell",127294,1,1,1,59.99
"A. Pre_Cross_Sell",127295,0,0,NULL,NULL
"A. Pre_Cross_Sell",127300,0,0,NULL,NULL
"A. Pre_Cross_Sell",127306,1,0,NULL,NULL
"A. Pre_Cross_Sell",127314,1,0,NULL,NULL
"A. Pre_Cross_Sell",127318,1,1,1,49.99
"A. Pre_Cross_Sell",127326,1,0,NULL,NULL
"A. Pre_Cross_Sell",127328,1,0,NULL,NULL
"A. Pre_Cross_Sell",127330,1,0,NULL,NULL
"A. Pre_Cross_Sell",127334,0,0,NULL,NULL
"A. Pre_Cross_Sell",127335,1,1,1,49.99
"A. Pre_Cross_Sell",127340,0,0,NULL,NULL
"A. Pre_Cross_Sell",127346,1,1,1,49.99
"A. Pre_Cross_Sell",127347,1,0,NULL,NULL
"A. Pre_Cross_Sell",127351,1,0,NULL,NULL
"A. Pre_Cross_Sell",127353,1,1,1,59.99
"A. Pre_Cross_Sell",127361,0,0,NULL,NULL
"A. Pre_Cross_Sell",127370,1,0,NULL,NULL
"A. Pre_Cross_Sell",127371,0,0,NULL,NULL
"A. Pre_Cross_Sell",127385,1,0,NULL,NULL
"A. Pre_Cross_Sell",127393,1,0,NULL,NULL
"A. Pre_Cross_Sell",127394,1,0,NULL,NULL
"A. Pre_Cross_Sell",127395,0,0,NULL,NULL
"A. Pre_Cross_Sell",127403,0,0,NULL,NULL
"A. Pre_Cross_Sell",127404,0,0,NULL,NULL
"A. Pre_Cross_Sell",127405,1,0,NULL,NULL
"A. Pre_Cross_Sell",127409,0,0,NULL,NULL
"A. Pre_Cross_Sell",127416,1,1,1,59.99
"A. Pre_Cross_Sell",127418,1,1,1,59.99
"A. Pre_Cross_Sell",127420,1,1,1,49.99
"A. Pre_Cross_Sell",127436,0,0,NULL,NULL
"A. Pre_Cross_Sell",127442,1,1,1,49.99
"A. Pre_Cross_Sell",127451,1,0,NULL,NULL
"A. Pre_Cross_Sell",127458,1,1,1,49.99
"A. Pre_Cross_Sell",127475,1,0,NULL,NULL
"A. Pre_Cross_Sell",127476,1,0,NULL,NULL
"A. Pre_Cross_Sell",127477,1,1,1,49.99
"A. Pre_Cross_Sell",127480,1,0,NULL,NULL
"A. Pre_Cross_Sell",127484,1,1,1,49.99
"A. Pre_Cross_Sell",127485,1,1,1,49.99
"A. Pre_Cross_Sell",127486,0,0,NULL,NULL
"A. Pre_Cross_Sell",127490,1,0,NULL,NULL
"A. Pre_Cross_Sell",127516,1,1,1,59.99
"A. Pre_Cross_Sell",127517,1,0,NULL,NULL
"A. Pre_Cross_Sell",127524,0,0,NULL,NULL
"A. Pre_Cross_Sell",127526,1,0,NULL,NULL
"A. Pre_Cross_Sell",127529,0,0,NULL,NULL
"A. Pre_Cross_Sell",127534,1,0,NULL,NULL
"A. Pre_Cross_Sell",127537,1,0,NULL,NULL
"A. Pre_Cross_Sell",127538,1,0,NULL,NULL
"A. Pre_Cross_Sell",127544,0,0,NULL,NULL
"A. Pre_Cross_Sell",127546,1,1,1,49.99
"A. Pre_Cross_Sell",127554,1,1,1,49.99
"A. Pre_Cross_Sell",127557,0,0,NULL,NULL
"A. Pre_Cross_Sell",127561,1,1,1,49.99
"A. Pre_Cross_Sell",127567,1,1,1,49.99
"A. Pre_Cross_Sell",127573,1,1,1,49.99
"A. Pre_Cross_Sell",127580,0,0,NULL,NULL
"A. Pre_Cross_Sell",127585,1,0,NULL,NULL
"A. Pre_Cross_Sell",127589,1,1,1,59.99
"A. Pre_Cross_Sell",127593,1,1,1,49.99
"A. Pre_Cross_Sell",127596,1,0,NULL,NULL
"A. Pre_Cross_Sell",127597,1,1,1,59.99
"A. Pre_Cross_Sell",127605,0,0,NULL,NULL
"A. Pre_Cross_Sell",127607,1,1,1,49.99
"A. Pre_Cross_Sell",127617,1,1,1,49.99
"A. Pre_Cross_Sell",127619,1,1,1,49.99
"A. Pre_Cross_Sell",127620,0,0,NULL,NULL
"A. Pre_Cross_Sell",127624,1,1,1,49.99
"A. Pre_Cross_Sell",127626,1,0,NULL,NULL
"A. Pre_Cross_Sell",127635,1,0,NULL,NULL
"A. Pre_Cross_Sell",127640,1,0,NULL,NULL
"A. Pre_Cross_Sell",127654,1,1,1,49.99
"A. Pre_Cross_Sell",127655,1,0,NULL,NULL
"A. Pre_Cross_Sell",127663,0,0,NULL,NULL
"A. Pre_Cross_Sell",127688,1,1,1,49.99
"A. Pre_Cross_Sell",127693,1,1,1,49.99
"A. Pre_Cross_Sell",127694,1,0,NULL,NULL
"A. Pre_Cross_Sell",127700,1,0,NULL,NULL
"A. Pre_Cross_Sell",127705,1,0,NULL,NULL
"A. Pre_Cross_Sell",127711,1,1,1,49.99
"A. Pre_Cross_Sell",127716,0,0,NULL,NULL
"A. Pre_Cross_Sell",127723,1,1,1,49.99
"A. Pre_Cross_Sell",127724,0,0,NULL,NULL
"A. Pre_Cross_Sell",127737,0,0,NULL,NULL
"A. Pre_Cross_Sell",127741,1,1,1,49.99
"A. Pre_Cross_Sell",127746,1,1,1,49.99
"A. Pre_Cross_Sell",127747,0,0,NULL,NULL
"A. Pre_Cross_Sell",127749,1,1,1,49.99
"A. Pre_Cross_Sell",127752,1,0,NULL,NULL
"A. Pre_Cross_Sell",127755,1,0,NULL,NULL
"A. Pre_Cross_Sell",127765,1,0,NULL,NULL
"A. Pre_Cross_Sell",127775,1,0,NULL,NULL
"A. Pre_Cross_Sell",127783,1,1,1,49.99
"A. Pre_Cross_Sell",127786,1,1,1,49.99
"A. Pre_Cross_Sell",127792,1,0,NULL,NULL
"A. Pre_Cross_Sell",127793,1,0,NULL,NULL
"A. Pre_Cross_Sell",127794,1,0,NULL,NULL
"A. Pre_Cross_Sell",127800,0,0,NULL,NULL
"A. Pre_Cross_Sell",127812,1,1,1,59.99
"A. Pre_Cross_Sell",127817,1,1,1,49.99
"A. Pre_Cross_Sell",127821,0,0,NULL,NULL
"A. Pre_Cross_Sell",127824,1,1,1,49.99
"A. Pre_Cross_Sell",127827,1,0,NULL,NULL
"A. Pre_Cross_Sell",127828,0,0,NULL,NULL
"A. Pre_Cross_Sell",127830,0,0,NULL,NULL
"A. Pre_Cross_Sell",127831,1,0,NULL,NULL
"A. Pre_Cross_Sell",127832,1,0,NULL,NULL
"A. Pre_Cross_Sell",127840,1,0,NULL,NULL
"A. Pre_Cross_Sell",127844,0,0,NULL,NULL
"A. Pre_Cross_Sell",127853,1,1,1,49.99
"A. Pre_Cross_Sell",127860,1,1,1,59.99
"A. Pre_Cross_Sell",127872,1,1,1,49.99
"A. Pre_Cross_Sell",127873,0,0,NULL,NULL
"A. Pre_Cross_Sell",127878,0,0,NULL,NULL
"A. Pre_Cross_Sell",127880,1,1,1,49.99
"A. Pre_Cross_Sell",127884,1,0,NULL,NULL
"A. Pre_Cross_Sell",127889,1,0,NULL,NULL
"A. Pre_Cross_Sell",127900,0,0,NULL,NULL
"A. Pre_Cross_Sell",127908,0,0,NULL,NULL
"A. Pre_Cross_Sell",127912,1,0,NULL,NULL
"A. Pre_Cross_Sell",127913,1,0,NULL,NULL
"A. Pre_Cross_Sell",127934,0,0,NULL,NULL
"A. Pre_Cross_Sell",127936,0,0,NULL,NULL
"A. Pre_Cross_Sell",127937,0,0,NULL,NULL
"A. Pre_Cross_Sell",127942,1,1,1,49.99
"A. Pre_Cross_Sell",127945,1,1,1,49.99
"A. Pre_Cross_Sell",127946,1,0,NULL,NULL
"A. Pre_Cross_Sell",127948,1,1,1,49.99
"A. Pre_Cross_Sell",127951,1,0,NULL,NULL
"A. Pre_Cross_Sell",127955,1,0,NULL,NULL
"A. Pre_Cross_Sell",127959,1,1,1,49.99
"A. Pre_Cross_Sell",127965,1,1,1,49.99
"A. Pre_Cross_Sell",127968,0,0,NULL,NULL
"A. Pre_Cross_Sell",127974,1,0,NULL,NULL
"A. Pre_Cross_Sell",127976,1,1,1,49.99
"A. Pre_Cross_Sell",127981,0,0,NULL,NULL
"A. Pre_Cross_Sell",127989,1,0,NULL,NULL
"A. Pre_Cross_Sell",127993,1,1,1,59.99
"A. Pre_Cross_Sell",127998,1,1,1,49.99
"A. Pre_Cross_Sell",128000,1,0,NULL,NULL
"A. Pre_Cross_Sell",128005,1,1,1,49.99
"A. Pre_Cross_Sell",128007,0,0,NULL,NULL
"A. Pre_Cross_Sell",128012,0,0,NULL,NULL
"A. Pre_Cross_Sell",128036,1,1,1,59.99
"A. Pre_Cross_Sell",128037,1,0,NULL,NULL
"A. Pre_Cross_Sell",128051,1,1,1,49.99
"A. Pre_Cross_Sell",128054,0,0,NULL,NULL
"A. Pre_Cross_Sell",128069,1,1,1,49.99
"A. Pre_Cross_Sell",128076,1,1,1,49.99
"A. Pre_Cross_Sell",128082,0,0,NULL,NULL
"A. Pre_Cross_Sell",128084,1,0,NULL,NULL
"A. Pre_Cross_Sell",128092,1,1,1,49.99
"A. Pre_Cross_Sell",128095,1,0,NULL,NULL
"A. Pre_Cross_Sell",128102,0,0,NULL,NULL
"A. Pre_Cross_Sell",128115,1,1,1,49.99
"A. Pre_Cross_Sell",128121,1,1,1,49.99
"A. Pre_Cross_Sell",128129,1,1,1,59.99
