website_session_id,first_pageview_id,count_pageviews
11355,22802,1
11356,22803,1
11357,22804,1
11358,22805,1
11359,22806,2
11360,22808,3
11361,22811,1
11362,22812,2
11363,22813,2
11364,22816,1
11365,22817,1
11366,22818,3
11367,22821,3
11368,22822,1
11369,22825,2
11370,22826,1
11371,22828,1
11372,22829,1
11374,22831,1
11375,22832,3
11376,22835,1
11377,22836,1
11378,22837,1
11379,22838,1
11381,22841,3
11382,22844,1
11383,22845,1
11384,22846,1
11385,22847,5
11386,22852,7
11387,22856,3
11388,22858,2
11389,22864,7
11390,22865,1
11391,22871,1
11392,22873,4
11394,22880,1
11395,22881,1
11396,22882,1
11397,22883,7
11398,22890,1
11399,22891,3
11400,22894,1
11401,22895,1
11403,22902,1
11404,22903,1
11405,22904,1
11406,22905,1
11407,22906,1
11408,22907,1
11409,22908,1
11410,22909,2
11411,22911,2
11412,22912,2
11413,22914,1
11415,22919,1
11416,22920,2
11417,22922,1
11418,22923,7
11419,22926,1
11420,22929,3
11421,22931,1
11422,22933,2
11423,22935,2
11424,22939,4
11425,22941,1
11426,22944,4
11427,22948,3
11428,22951,1
11429,22952,3
11430,22955,3
11431,22958,1
11432,22959,2
11433,22961,1
11435,22965,1
11436,22966,1
11437,22967,3
11439,22972,3
11440,22975,1
11442,22979,2
11443,22980,1
11445,22983,1
11447,22986,1
11449,22988,1
11450,22989,4
11451,22991,1
11452,22994,1
11453,22995,1
11454,22996,1
11455,22997,1
11456,22998,1
11457,22999,1
11458,23000,1
11459,23001,3
11460,23004,2
11461,23006,1
11462,23007,4
11463,23010,2
11464,23013,1
11465,23014,1
11466,23015,3
11467,23018,2
11468,23020,1
11471,23025,2
11472,23027,1
11473,23028,1
11474,23029,1
11475,23030,2
11477,23036,6
11478,23042,4
11479,23046,3
11480,23049,1
11481,23050,1
11482,23051,2
11483,23053,2
11486,23060,1
11487,23061,1
11489,23063,3
11490,23065,3
11491,23069,1
11492,23070,6
11493,23075,1
11494,23077,2
11496,23082,1
11497,23083,2
11498,23085,1
11499,23086,6
11500,23092,6
11501,23093,1
11502,23099,7
11503,23106,2
11504,23108,3
11505,23111,1
11506,23112,1
11508,23115,3
11509,23116,1
11510,23119,5
11511,23120,1
11512,23125,1
11513,23126,1
11515,23128,1
11516,23129,1
11517,23130,1
11520,23135,7
11521,23139,2
11522,23144,1
11524,23146,1
11525,23147,1
11526,23148,4
11527,23149,1
11529,23154,1
11530,23155,7
11531,23162,7
11532,23163,1
11533,23170,1
11534,23171,6
11535,23173,1
11536,23178,1
11537,23179,1
11538,23180,1
11539,23181,1
11540,23182,1
11543,23189,7
11546,23197,3
11547,23204,1
11548,23205,2
11549,23207,1
11550,23208,6
11551,23214,1
11552,23215,2
11553,23217,3
11554,23218,1
11555,23221,4
11557,23228,1
11558,23229,1
11559,23230,5
11560,23235,1
11563,23239,1
11565,23241,1
11566,23242,1
11567,23243,1
11570,23248,3
11571,23249,1
11572,23252,2
11573,23254,1
11575,23257,1
11576,23258,1
11577,23259,3
11578,23262,3
11579,23264,1
11581,23269,3
11582,23272,1
11583,23273,3
11584,23274,1
11585,23275,3
11586,23280,3
11588,23284,2
11590,23287,1
11591,23288,1
11592,23289,1
11593,23290,3
11594,23291,3
11595,23292,1
11596,23297,1
11597,23298,2
11598,23299,1
11599,23300,1
11600,23302,1
11601,23303,3
11602,23305,1
11603,23307,1
11604,23308,1
11605,23309,1
11606,23310,4
11608,23315,1
11609,23316,1
11610,23317,1
11612,23319,1
11613,23320,1
11614,23321,1
11615,23322,1
11616,23323,7
11617,23324,1
11618,23331,7
11619,23332,1
11620,23333,5
11621,23334,2
11622,23337,1
11623,23340,4
11624,23345,3
11625,23347,1
11626,23355,1
11627,23356,1
11628,23357,1
11629,23358,7
11630,23364,1
11631,23366,3
11632,23369,3
11635,23376,6
11636,23384,1
11637,23385,1
11638,23386,1
11639,23387,4
11640,23390,3
11641,23391,3
11642,23392,2
11643,23399,6
11645,23401,2
11646,23405,1
11647,23409,1
11648,23410,3
11649,23413,2
11650,23414,3
11653,23422,1
11654,23423,2
11655,23425,4
11656,23427,1
11659,23437,3
11660,23443,3
11661,23444,2
11662,23448,3
11663,23451,3
11664,23454,6
11665,23457,1
11666,23461,1
11668,23464,1
11670,23466,7
11671,23469,2
11672,23473,3
11673,23474,1
11674,23478,4
11675,23481,2
11677,23486,7
11678,23489,1
11679,23492,2
11680,23495,3
11681,23499,1
11683,23504,1
11684,23505,1
11685,23506,1
11686,23507,2
11687,23509,1
11688,23510,1
11689,23511,3
11690,23514,1
11691,23515,2
11692,23517,1
11693,23518,3
11694,23521,2
11696,23526,1
11697,23527,1
11698,23528,1
11699,23529,2
11700,23531,2
11701,23532,1
11702,23534,1
11704,23536,1
11705,23537,1
11706,23538,1
11707,23539,1
11708,23540,2
11710,23543,2
11711,23545,2
11713,23548,1
11714,23549,1
11715,23550,6
11716,23551,5
11717,23554,1
11718,23555,1
11720,23564,3
11723,23570,1
11724,23572,1
11725,23573,3
11727,23577,1
11728,23578,2
11729,23580,7
11730,23583,1
11731,23584,6
11732,23587,1
11733,23588,3
11734,23596,4
11735,23601,3
11736,23605,3
11737,23606,1
11739,23610,7
11740,23611,1
11741,23612,1
11742,23613,1
11743,23618,3
11744,23622,2
11745,23625,3
11746,23628,2
11747,23629,1
11748,23630,3
11752,23640,1
11753,23641,1
11754,23643,1
11755,23644,3
11756,23647,7
11757,23655,2
11758,23657,1
11759,23658,3
11760,23660,2
11762,23666,7
11763,23673,1
11764,23675,4
11765,23676,1
11766,23677,3
11767,23678,2
11768,23681,3
11770,23689,3
11771,23692,1
11773,23694,2
11774,23695,4
11775,23702,3
11776,23705,3
11777,23706,3
11778,23707,1
11779,23710,1
11780,23713,1
11781,23714,1
11782,23715,2
11784,23720,4
11785,23721,1
11787,23727,3
11788,23729,1
11789,23731,3
11791,23735,6
11792,23740,1
11793,23742,1
11794,23744,3
11795,23745,1
11797,23748,3
11798,23752,1
11800,23755,2
11803,23768,1
11804,23769,1
11805,23770,1
11806,23771,1
11807,23772,2
11808,23773,1
11809,23775,1
11810,23776,3
11811,23777,1
11812,23780,2
11813,23782,1
11814,23783,1
11815,23784,1
11816,23785,1
11817,23786,5
11818,23790,1
11819,23792,4
11820,23793,3
11821,23795,1
11822,23800,3
11823,23803,1
11824,23804,1
11825,23805,2
11826,23807,3
11827,23808,1
11828,23811,3
11829,23812,1
11830,23815,2
11831,23817,3
11832,23818,2
11833,23819,3
11834,23821,1
11835,23823,7
11836,23826,1
11837,23829,4
11838,23831,3
11839,23832,1
11840,23837,1
11841,23843,1
11842,23844,1
11844,23847,2
11845,23849,1
11846,23850,1
11847,23851,2
11848,23853,1
11849,23854,1
11850,23855,4
11851,23859,1
11852,23860,3
11853,23863,1
11854,23864,1
11855,23865,1
11856,23866,1
11857,23867,1
11858,23868,1
11859,23869,3
11860,23872,1
11861,23873,1
11862,23874,2
11864,23878,1
11865,23880,1
11866,23881,1
11868,23885,4
11869,23886,3
11870,23892,2
11871,23894,4
11872,23898,1
11873,23899,2
11874,23901,3
11875,23904,1
11876,23905,2
11877,23907,3
11878,23910,1
11879,23911,1
11880,23912,3
11881,23915,1
11882,23916,3
11883,23917,3
11884,23918,3
11885,23925,2
11886,23926,1
11887,23928,1
11888,23929,1
11889,23930,1
11890,23931,1
11892,23936,4
11893,23939,2
11894,23940,5
11895,23941,3
11896,23943,1
11897,23951,1
11898,23952,3
11899,23954,1
11900,23956,3
11901,23958,1
11902,23960,1
11903,23961,1
11904,23962,3
11905,23964,1
11906,23966,3
11908,23970,1
11909,23972,2
11910,23976,3
11911,23977,1
11913,23981,1
11914,23982,1
11915,23983,3
11916,23986,1
11917,23987,7
11918,23989,1
11919,23990,2
11920,23993,3
11921,23994,1
11922,23997,3
11923,24004,1
11924,24005,1
11925,24006,1
11926,24007,1
11927,24008,3
11928,24010,3
11929,24013,1
11930,24015,1
11931,24016,1
11932,24017,1
11933,24018,3
11934,24019,1
11935,24021,1
11936,24023,3
11937,24024,1
11938,24027,3
11939,24028,3
11940,24033,1
11941,24034,3
11942,24035,1
11943,24037,1
11944,24039,1
11946,24041,7
11947,24044,1
11948,24046,1
11949,24048,1
11950,24051,1
11951,24052,3
11952,24055,6
11953,24056,3
11954,24060,1
11955,24065,1
11956,24066,1
11957,24067,7
11958,24068,6
11959,24071,1
11960,24073,1
11962,24081,1
11963,24083,1
11964,24084,1
11967,24088,1
11968,24091,1
11969,24092,2
11970,24093,3
11971,24097,7
11973,24105,1
11974,24107,6
11975,24108,1
11976,24114,1
11977,24115,1
11978,24116,1
11979,24117,1
11980,24118,1
11982,24120,1
11983,24121,3
11985,24125,7
11986,24130,3
11987,24132,1
11988,24133,3
11989,24139,2
11990,24143,3
11991,24146,3
11992,24147,2
11994,24152,3
11995,24155,5
11996,24156,1
11997,24161,6
11998,24163,1
11999,24164,1
12000,24168,1
12001,24170,1
12002,24171,1
12003,24172,1
12004,24173,1
12005,24174,1
12006,24175,4
12007,24179,1
12008,24180,3
12009,24183,2
12010,24184,1
12011,24185,1
12012,24186,6
12013,24191,1
12015,24193,6
12017,24204,3
12019,24208,6
12020,24209,3
12021,24214,1
12022,24218,1
12024,24220,3
12025,24221,1
12026,24224,1
12027,24225,1
12028,24226,7
12029,24233,1
12030,24234,6
12031,24236,1
12032,24237,3
12033,24244,1
12034,24245,3
12035,24248,1
12036,24249,1
12037,24250,2
12038,24252,1
12039,24253,1
12040,24254,1
12041,24255,1
12042,24256,1
12043,24257,1
12044,24258,1
12045,24259,2
12046,24261,3
12047,24264,7
12048,24266,2
12049,24268,1
12050,24272,1
12051,24275,1
12052,24276,1
12053,24277,3
12054,24278,3
12056,24284,1
12057,24289,1
12058,24290,3
12059,24293,1
12060,24294,3
12061,24297,1
12062,24298,1
12063,24299,3
12065,24303,7
12066,24306,1
12067,24311,3
12069,24315,4
12070,24316,1
12071,24318,2
12072,24322,2
12074,24325,1
12076,24327,1
12077,24328,5
12078,24329,2
12079,24331,3
12080,24335,1
12081,24337,3
12082,24342,1
12083,24343,1
12084,24344,2
12085,24346,1
12086,24347,7
12087,24349,3
12088,24357,2
12089,24359,1
12091,24363,1
12092,24364,1
12094,24366,1
12095,24368,2
12096,24369,1
12097,24371,1
12098,24372,1
12099,24373,1
12100,24374,1
12101,24375,6
12102,24376,1
12103,24378,1
12104,24379,2
12105,24385,3
12106,24388,3
12107,24391,1
12108,24392,1
12109,24393,2
12110,24394,1
12111,24396,1
12112,24397,1
12114,24399,1
12115,24400,1
12116,24401,2
12118,24406,1
12119,24408,1
12120,24409,2
12121,24411,3
12122,24412,3
12123,24415,6
12124,24418,3
12125,24426,1
12126,24427,3
12127,24428,6
12129,24436,1
12130,24440,3
12131,24443,1
12133,24445,1
12134,24446,1
12136,24454,1
12137,24456,1
12138,24457,1
12139,24458,1
12140,24459,3
12141,24460,7
12143,24475,6
12144,24476,1
12146,24484,1
12147,24485,6
12149,24488,1
12150,24493,6
12151,24495,3
12152,24500,1
12153,24503,2
12154,24505,1
12155,24506,1
12156,24507,3
12157,24508,1
12158,24511,6
12159,24512,1
12160,24517,4
12161,24520,2
12162,24523,1
12164,24526,6
12165,24528,1
12166,24529,1
12167,24531,1
12168,24535,7
12169,24540,1
12170,24542,1
12171,24543,1
12172,24545,1
12173,24546,1
12175,24549,3
12176,24553,1
12177,24554,5
12178,24557,1
12180,24562,2
12181,24564,1
12182,24565,2
12183,24567,1
12184,24568,1
12185,24569,1
12186,24570,1
12187,24571,1
12189,24573,1
12190,24574,4
12191,24575,3
12192,24581,2
12193,24583,2
12194,24585,1
12195,24586,1
12196,24587,2
12197,24589,1
12198,24590,3
12200,24596,1
12201,24597,1
12202,24598,1
12204,24601,5
12205,24606,1
12206,24607,1
12207,24608,2
12208,24609,1
12209,24611,1
12210,24612,2
12211,24614,1
12212,24615,3
12213,24618,2
12214,24620,2
12215,24621,1
12217,24624,1
12218,24625,1
12219,24629,1
12220,24632,1
12221,24634,1
12222,24635,1
12223,24636,1
12224,24637,1
12225,24638,1
12226,24639,2
12227,24640,1
12228,24641,1
12229,24643,1
12230,24644,6
12231,24646,3
12232,24651,1
12233,24654,2
12234,24656,1
12235,24657,3
12236,24658,1
12237,24659,1
12238,24662,6
12240,24666,2
12242,24673,2
12243,24676,7
12244,24677,1
12245,24679,1
12246,24684,3
12247,24688,1
12248,24689,3
12249,24692,6
12250,24695,1
12251,24699,1
12252,24700,1
12253,24701,1
12254,24702,6
12255,24703,1
12256,24706,2
12257,24708,3
12258,24712,3
12259,24714,1
12260,24715,1
12261,24717,1
12262,24718,3
12263,24722,3
12264,24725,6
12265,24726,1
12266,24728,1
12268,24735,3
12269,24738,1
12270,24740,3
12271,24741,1
12272,24744,1
12274,24746,1
12275,24747,1
12276,24749,1
12277,24750,1
12278,24751,1
12279,24752,6
12280,24753,1
12282,24756,1
12283,24759,2
12284,24763,7
12285,24765,2
12286,24772,3
12287,24775,3
12288,24778,1
12289,24779,3
12290,24780,3
12292,24786,1
12293,24787,1
12294,24790,4
12296,24795,1
12297,24797,1
12298,24798,1
12299,24799,1
12300,24800,1
12301,24801,1
12302,24802,1
12303,24803,1
12304,24804,1
12305,24805,1
12306,24806,1
12307,24807,5
12308,24809,1
12310,24814,3
12311,24815,1
12312,24817,1
12313,24819,1
12314,24820,3
12315,24823,1
12316,24824,6
12317,24826,6
12318,24832,2
12319,24834,1
12322,24844,1
12323,24848,1
12324,24850,1
12326,24853,2
12327,24855,3
12328,24858,1
12329,24859,7
12330,24865,3
12331,24869,2
12332,24871,1
12333,24872,1
12334,24873,3
12335,24875,1
12337,24880,1
12338,24881,1
12339,24882,5
12340,24887,1
12341,24888,3
12342,24891,1
12343,24892,1
12344,24893,5
12345,24895,1
12346,24899,3
12347,24901,1
12348,24903,1
12350,24907,3
12351,24908,1
12352,24911,6
12353,24917,1
12354,24918,1
12355,24919,1
12356,24920,1
12357,24921,3
12359,24925,4
12360,24929,6
12361,24935,1
12362,24936,6
12363,24942,1
12364,24943,1
12365,24944,1
12366,24945,1
12367,24946,1
12368,24947,3
12369,24950,1
12370,24951,4
12371,24955,1
12372,24956,1
12373,24957,3
12374,24958,1
12375,24961,1
12376,24962,4
12377,24966,1
12378,24967,4
12379,24971,1
12380,24972,2
12381,24974,3
12382,24977,3
12383,24979,1
12384,24981,1
12385,24982,4
12386,24986,1
12391,25002,1
12392,25003,1
12393,25004,1
12394,25005,7
12395,25011,3
12396,25015,1
12397,25016,2
12398,25017,6
12399,25024,1
12400,25025,1
12401,25026,1
12402,25027,1
12403,25028,1
12404,25029,3
12405,25032,4
12406,25033,2
12407,25034,1
12408,25039,7
12409,25043,4
12410,25050,3
12412,25054,1
12413,25055,1
12414,25056,2
12415,25058,3
12416,25061,1
12417,25062,2
12418,25064,1
12419,25065,1
12422,25072,1
12423,25073,1
12424,25074,7
12425,25075,3
12426,25084,2
12428,25086,1
12429,25088,4
12430,25092,1
12431,25093,5
12432,25098,1
12433,25099,3
12434,25101,1
12435,25103,1
12436,25104,1
12437,25105,4
12438,25107,1
12441,25112,2
12442,25114,2
12443,25116,1
12444,25117,4
12445,25121,1
12446,25122,1
12447,25123,1
12448,25124,1
12449,25125,1
12450,25126,1
12451,25127,1
12452,25128,1
12453,25129,2
12454,25131,1
12455,25132,1
12456,25133,1
12457,25134,4
12459,25140,3
12460,25143,1
12461,25144,4
12463,25153,1
12464,25154,1
12465,25155,1
12466,25156,1
12467,25157,1
12468,25158,1
12470,25162,1
12471,25163,3
12472,25166,1
12473,25167,1
12474,25168,1
12475,25169,1
12476,25170,1
12478,25172,7
12480,25179,1
12481,25183,3
12483,25192,1
12484,25193,1
12485,25194,3
12486,25196,1
12488,25199,3
12489,25202,1
12490,25203,3
12491,25206,1
12492,25207,1
12493,25208,3
12494,25211,1
12495,25212,2
12496,25214,6
12497,25220,1
12498,25221,1
12500,25223,1
12501,25224,1
12502,25225,1
12503,25226,1
12507,25237,6
12508,25241,3
12509,25246,7
12510,25253,2
12511,25255,3
12512,25258,3
12513,25261,2
12514,25263,1
12515,25264,1
12516,25265,1
12517,25266,3
12518,25269,1
12519,25270,3
12520,25272,3
12521,25276,1
12522,25277,1
12523,25278,1
12524,25279,1
12525,25280,1
12526,25281,1
12527,25282,1
12529,25286,1
12530,25288,6
12532,25295,1
12533,25296,1
12534,25297,1
12535,25298,1
12536,25299,1
12537,25300,3
12538,25301,1
12539,25302,1
12540,25305,1
12541,25306,1
12542,25307,1
12544,25309,3
12545,25317,1
12546,25318,1
12547,25319,3
12548,25321,1
12549,25323,1
12550,25324,3
12551,25325,5
12552,25326,3
12553,25327,1
12554,25336,1
12555,25337,2
12556,25338,2
12557,25341,1
12558,25342,1
12559,25343,2
12561,25347,1
12562,25349,1
12563,25350,2
12564,25352,3
12565,25354,1
12567,25357,1
12568,25358,7
12569,25360,2
12570,25370,1
12571,25372,1
12572,25373,1
12573,25374,1
12574,25375,1
12575,25376,4
12576,25377,1
12577,25378,1
12578,25379,2
12579,25384,7
12580,25391,2
12581,25393,5
12582,25397,1
12583,25398,2
12584,25400,3
12585,25401,1
12586,25405,4
12587,25409,1
12588,25410,1
12589,25411,2
12590,25413,1
12591,25414,1
12592,25415,1
12593,25416,2
12594,25418,1
12596,25420,1
12597,25421,1
12598,25422,1
12599,25423,1
12601,25426,1
12602,25428,1
12603,25429,1
12605,25437,7
12606,25438,1
12607,25444,2
12608,25447,2
12609,25449,3
12610,25452,1
12611,25453,1
12612,25454,1
12613,25455,2
12614,25457,1
12615,25458,1
12616,25459,3
12617,25461,2
12618,25464,1
12619,25465,1
12620,25466,3
12621,25469,1
12622,25470,3
12624,25476,1
12625,25477,1
12626,25478,1
12627,25479,2
12630,25486,2
12631,25488,1
12632,25489,1
12633,25490,3
12634,25493,1
12635,25494,1
12636,25495,4
12637,25499,6
12638,25504,1
12639,25506,3
12640,25509,1
12641,25510,1
12642,25511,1
12643,25512,2
12644,25514,1
12645,25515,3
12646,25518,1
12647,25519,1
12648,25520,1
12649,25521,3
12650,25523,1
12651,25525,4
12652,25528,1
12654,25532,3
12656,25536,1
12657,25537,3
12658,25540,1
12659,25541,3
12660,25542,1
12662,25546,1
12664,25548,1
12665,25549,2
12666,25553,1
12667,25554,1
12668,25555,1
12669,25556,1
12670,25557,1
12673,25561,1
12674,25564,1
12675,25565,2
12676,25568,1
12678,25573,1
12680,25580,6
12681,25582,3
12682,25583,4
12683,25588,1
12685,25597,1
12686,25598,1
12687,25599,3
12688,25602,1
12689,25603,1
12690,25604,1
12692,25607,4
12693,25608,1
12695,25614,1
12696,25615,1
12697,25616,3
12698,25619,1
12699,25620,7
12700,25623,1
12701,25627,1
12702,25628,1
12703,25629,3
12704,25632,1
12705,25634,3
12706,25637,2
12707,25638,1
12708,25639,7
12709,25642,1
12710,25645,1
12711,25648,1
12712,25650,3
12713,25653,1
12714,25654,3
12715,25656,1
12716,25658,1
12717,25659,1
12718,25660,1
12719,25661,1
12720,25662,1
12721,25663,1
12722,25664,1
12723,25665,1
12724,25666,3
12725,25667,2
12726,25671,1
12727,25672,2
12729,25675,1
12730,25676,1
12731,25677,1
12732,25678,1
12733,25679,3
12734,25680,3
12735,25685,5
12736,25689,1
12737,25690,1
12738,25692,7
12739,25693,1
12740,25694,2
12741,25697,1
12742,25698,4
12743,25701,1
12744,25702,1
12745,25705,1
12746,25709,1
12747,25710,1
12748,25712,1
12749,25713,1
12750,25714,5
12751,25718,1
12752,25720,3
12753,25721,2
12754,25724,2
12755,25727,3
12756,25729,1
12757,25730,3
12758,25734,5
12761,25743,1
12762,25749,3
12763,25752,1
12764,25756,1
12765,25758,1
12766,25759,1
12767,25760,3
12768,25763,3
12769,25765,3
12770,25767,2
12771,25769,1
12772,25772,3
12774,25776,3
12775,25777,1
12776,25779,1
12777,25781,3
12779,25787,6
12780,25788,1
12782,25796,1
12783,25799,1
12784,25800,1
12785,25801,1
12786,25802,1
12787,25803,6
12788,25809,6
12789,25815,1
12791,25818,1
12792,25819,1
12794,25821,6
12795,25827,3
12796,25830,1
12798,25833,1
12800,25836,1
12801,25837,1
12802,25838,1
12803,25839,1
12804,25840,6
12805,25846,6
12806,25852,3
12807,25855,7
12808,25858,4
12810,25860,1
12811,25873,1
12812,25874,1
12813,25876,1
12814,25877,2
12815,25879,3
12816,25882,3
12817,25885,1
12818,25886,2
12819,25888,1
12820,25889,1
12821,25890,3
12822,25891,1
12824,25895,2
12825,25896,1
12826,25898,4
12827,25902,1
12828,25903,4
12829,25907,2
12830,25908,2
12832,25913,2
12833,25919,1
12834,25921,1
12835,25922,2
12836,25924,1
12837,25925,7
12838,25927,3
12839,25929,1
12840,25931,1
12841,25932,1
12843,25939,6
12844,25942,1
12846,25945,1
12847,25946,1
12848,25947,1
12849,25955,2
12850,25957,3
12851,25960,2
12852,25962,1
12853,25963,1
12854,25964,6
12855,25965,1
12857,25967,3
12858,25968,1
12860,25970,1
12862,25973,1
12863,25975,2
12864,25980,3
12865,25984,2
12866,25985,1
12867,25989,1
12868,25990,1
12869,25991,3
12870,25992,1
12871,25993,1
12872,25994,1
12873,25997,1
12874,25998,3
12877,26003,6
12878,26004,2
12879,26008,1
12881,26016,1
12882,26018,1
12884,26020,1
12885,26024,2
12886,26026,1
12887,26027,2
12888,26029,1
12892,26036,1
12893,26037,1
12894,26038,2
12895,26039,1
12896,26040,3
12898,26045,1
12899,26048,6
12900,26053,1
12902,26056,1
12903,26057,1
12904,26058,1
12905,26059,1
12906,26060,1
12907,26061,1
12908,26062,3
12909,26063,1
12910,26064,2
12911,26068,2
12912,26070,7
12914,26075,1
12915,26076,1
12916,26080,5
12917,26083,3
12918,26084,3
12920,26091,1
12921,26094,1
12922,26095,6
12923,26097,1
12924,26102,2
12925,26104,1
12926,26105,2
12927,26107,7
12929,26116,1
12930,26120,1
12931,26122,3
12932,26124,4
12933,26127,3
12934,26131,1
12935,26133,1
12936,26134,1
12937,26135,1
12939,26138,1
12940,26139,1
12941,26140,3
12942,26143,1
12943,26144,1
12944,26145,1
12945,26146,4
12946,26147,1
12947,26148,4
12948,26150,1
12949,26151,3
12950,26159,3
12951,26160,1
12952,26162,1
12954,26165,1
12955,26166,1
12956,26167,1
12957,26168,1
12958,26169,2
12959,26171,1
12960,26172,3
12961,26175,1
12963,26182,3
12964,26185,4
12965,26189,1
12966,26190,1
12968,26195,1
12971,26202,1
12972,26203,1
12973,26204,2
12974,26206,1
12976,26208,1
12977,26210,1
12978,26211,1
12979,26212,1
12980,26213,3
12982,26217,3
12983,26220,1
12985,26225,2
12986,26228,2
12987,26230,6
12988,26235,7
12989,26236,1
12991,26246,6
12992,26251,1
12993,26254,3
12994,26256,3
12995,26260,1
12996,26261,1
12997,26262,4
12998,26265,1
12999,26266,1
13000,26268,1
13001,26269,3
13002,26270,3
13004,26276,1
13005,26277,1
13006,26278,3
13007,26281,1
13008,26282,1
13010,26285,1
13011,26286,1
13012,26287,1
13013,26288,2
13014,26290,1
13015,26291,3
13016,26292,7
13017,26294,1
13019,26304,1
13020,26306,3
13021,26307,1
13022,26308,1
13023,26309,1
13025,26314,3
13027,26321,1
13028,26322,2
13029,26324,1
13030,26325,1
13032,26328,1
13033,26329,3
13034,26330,2
13035,26334,1
13036,26335,3
13038,26340,1
13039,26341,3
13040,26343,1
13041,26344,1
13042,26345,3
13043,26346,1
13044,26350,2
13045,26352,1
13046,26353,7
13047,26354,2
13048,26362,2
13049,26364,2
13051,26367,5
13052,26369,1
13053,26374,6
13054,26377,2
13055,26382,5
13056,26384,1
13057,26388,1
13058,26389,1
13059,26390,1
13060,26391,1
13062,26393,2
13064,26396,1
13065,26397,1
13066,26398,4
13067,26402,1
13068,26403,4
13069,26404,2
13070,26409,1
13071,26410,1
13073,26412,7
13074,26419,1
13075,26420,1
13076,26421,1
13077,26422,1
13078,26423,3
13080,26427,1
13082,26429,1
13083,26431,7
13084,26436,1
13085,26444,1
13086,26445,1
13087,26446,3
13088,26449,2
13089,26451,7
13090,26452,3
13091,26457,6
13092,26463,3
13093,26466,7
13096,26486,3
13098,26490,3
13099,26493,1
13100,26494,1
13101,26495,1
13102,26496,1
13103,26497,2
13104,26499,1
13106,26504,1
13107,26505,3
13108,26508,3
13110,26514,2
13111,26516,4
13112,26520,1
13113,26521,3
13115,26525,1
13116,26526,2
13117,26528,1
13118,26529,1
13119,26530,1
13120,26531,1
13121,26532,1
13122,26533,3
13123,26535,6
13125,26545,3
13126,26549,1
13128,26551,1
13129,26553,1
13130,26554,1
13131,26555,1
13132,26556,3
13133,26559,1
13134,26560,1
13135,26561,6
13136,26562,1
13137,26564,3
13138,26568,3
13140,26575,3
13142,26581,1
13144,26583,1
13145,26584,1
13146,26585,2
13147,26587,2
13148,26589,1
13149,26590,1
13150,26591,1
13151,26592,1
13152,26593,2
13155,26599,1
13156,26604,4
13157,26608,1
13158,26609,2
13159,26611,3
13162,26616,1
13163,26617,3
13164,26619,3
13166,26626,1
13168,26628,6
13169,26634,2
13171,26637,1
13172,26640,5
13173,26644,1
13174,26646,1
13175,26647,3
13177,26650,4
13178,26652,3
13179,26656,1
13180,26659,1
13181,26660,6
13183,26667,1
13184,26668,1
13185,26669,2
13186,26671,1
13187,26672,1
13188,26673,4
13190,26679,2
13191,26680,4
13192,26682,1
13193,26686,1
13194,26687,7
13195,26689,1
13196,26690,1
13197,26691,4
13198,26697,1
13199,26701,2
13200,26703,3
13201,26705,1
13203,26708,5
13204,26711,1
13205,26713,2
13206,26716,2
13207,26718,1
13208,26719,4
13209,26720,1
13210,26723,2
13211,26726,3
13212,26728,2
13213,26730,1
13214,26732,1
13215,26733,1
13216,26734,3
13217,26737,4
13218,26741,1
13219,26742,1
13220,26743,1
13221,26744,7
13222,26750,5
13223,26755,2
13224,26756,6
13228,26767,3
13229,26770,1
13230,26771,2
13231,26773,1
13232,26774,1
13233,26775,3
13234,26776,1
13235,26779,1
13238,26784,6
13239,26790,2
13240,26792,6
13242,26800,1
13243,26801,4
13244,26805,2
13245,26807,2
13246,26809,2
13247,26811,1
13248,26812,1
13249,26813,1
13250,26814,1
13251,26815,3
13253,26819,1
13254,26820,1
13255,26821,1
13256,26822,3
13257,26825,1
13258,26826,3
13260,26831,1
13261,26832,1
13262,26833,1
13263,26834,3
13264,26837,2
13266,26842,1
13268,26844,1
13269,26845,1
13271,26849,1
13272,26850,3
13273,26851,2
13274,26855,2
13275,26856,2
13277,26861,3
13278,26863,3
13279,26866,1
13280,26867,1
13281,26869,3
13282,26872,3
13285,26879,7
13286,26886,6
13287,26888,7
13288,26894,1
13289,26900,3
13290,26903,3
13291,26904,1
13292,26907,1
13294,26910,5
13295,26915,1
13296,26916,1
13298,26919,1
13299,26925,1
13300,26926,4
13302,26933,1
13303,26934,4
13304,26937,1
13305,26939,1
13306,26940,1
13307,26941,1
13308,26942,3
13310,26946,3
13311,26949,6
13312,26955,4
13313,26959,1
13314,26960,3
13315,26963,2
13316,26965,2
13318,26973,1
13319,26974,7
13321,26982,1
13322,26983,2
13324,26987,3
13325,26991,1
13326,26992,3
13327,26995,3
13328,26998,2
13329,27000,3
13331,27004,3
13332,27007,1
13333,27008,1
13334,27009,6
13335,27015,1
13336,27016,1
13337,27017,1
13338,27018,1
13339,27019,3
13340,27022,2
13341,27024,2
13342,27026,1
13344,27029,1
13346,27033,1
13347,27034,1
13348,27035,1
13349,27036,1
13350,27037,3
13351,27038,1
13352,27041,3
13353,27044,2
13354,27046,6
13355,27047,1
13357,27054,1
13358,27055,1
13359,27056,3
13360,27057,1
13361,27060,4
13362,27063,3
13364,27069,3
13365,27072,1
13366,27073,1
13367,27074,1
13368,27075,1
13369,27076,3
13370,27079,1
13371,27080,1
13372,27081,3
