user_id,new_session_id,new_sessions_created_at,repeat_session_id,repeat_session_created_at
162357,186956,"2014-01-27 08:51:17",NULL,NULL
162358,186958,"2014-01-27 08:54:38",NULL,NULL
162359,186959,"2014-01-27 08:56:19",NULL,NULL
162360,186960,"2014-01-27 08:57:05",NULL,NULL
162361,186961,"2014-01-27 09:03:50",NULL,NULL
162362,186963,"2014-01-27 09:08:47",NULL,NULL
162363,186964,"2014-01-27 09:13:19",NULL,NULL
162364,186965,"2014-01-27 09:13:22",NULL,NULL
162365,186966,"2014-01-27 09:14:21",NULL,NULL
162366,186968,"2014-01-27 09:17:12",NULL,NULL
162367,186969,"2014-01-27 09:19:42",NULL,NULL
162368,186970,"2014-01-27 09:20:31",NULL,NULL
162369,186971,"2014-01-27 09:20:41",NULL,NULL
162370,186973,"2014-01-27 09:22:40",NULL,NULL
162371,186974,"2014-01-27 09:24:06",NULL,NULL
162372,186975,"2014-01-27 09:25:57",NULL,NULL
162373,186976,"2014-01-27 09:26:12",NULL,NULL
162374,186978,"2014-01-27 09:32:00",NULL,NULL
162375,186979,"2014-01-27 09:33:30",NULL,NULL
162376,186981,"2014-01-27 09:36:02",NULL,NULL
162377,186982,"2014-01-27 09:37:09",NULL,NULL
162378,186983,"2014-01-27 09:42:19",203469,"2014-02-24 14:52:11"
162379,186984,"2014-01-27 09:47:15",NULL,NULL
162380,186985,"2014-01-27 09:47:51",NULL,NULL
162381,186986,"2014-01-27 09:50:02",NULL,NULL
162382,186987,"2014-01-27 09:50:43",NULL,NULL
162383,186988,"2014-01-27 09:51:03",NULL,NULL
162384,186989,"2014-01-27 09:51:46",NULL,NULL
162385,186993,"2014-01-27 10:01:16",NULL,NULL
162386,186994,"2014-01-27 10:03:40",NULL,NULL
162387,186995,"2014-01-27 10:06:09",NULL,NULL
162388,186997,"2014-01-27 10:06:31",217132,"2014-03-21 03:44:38"
162389,186999,"2014-01-27 10:08:05",NULL,NULL
162390,187000,"2014-01-27 10:09:59",NULL,NULL
162391,187001,"2014-01-27 10:10:56",NULL,NULL
162392,187002,"2014-01-27 10:13:37",NULL,NULL
162393,187003,"2014-01-27 10:16:58",NULL,NULL
162394,187004,"2014-01-27 10:18:24",NULL,NULL
162395,187005,"2014-01-27 10:18:34",NULL,NULL
162396,187006,"2014-01-27 10:19:38",NULL,NULL
162397,187007,"2014-01-27 10:20:34",NULL,NULL
162398,187008,"2014-01-27 10:21:27",NULL,NULL
162399,187009,"2014-01-27 10:21:46",NULL,NULL
162400,187010,"2014-01-27 10:25:48",NULL,NULL
162401,187011,"2014-01-27 10:29:09",NULL,NULL
162402,187012,"2014-01-27 10:29:48",NULL,NULL
162403,187013,"2014-01-27 10:31:40",NULL,NULL
162404,187014,"2014-01-27 10:32:04",NULL,NULL
162405,187015,"2014-01-27 10:38:52",NULL,NULL
162406,187016,"2014-01-27 10:43:04",NULL,NULL
162407,187017,"2014-01-27 10:43:16",NULL,NULL
162408,187018,"2014-01-27 10:43:47",NULL,NULL
162409,187019,"2014-01-27 10:44:39",NULL,NULL
162410,187020,"2014-01-27 10:47:46",NULL,NULL
162411,187021,"2014-01-27 10:48:39",219981,"2014-03-27 10:38:21"
162411,187021,"2014-01-27 10:48:39",228058,"2014-04-11 00:55:19"
162411,187021,"2014-01-27 10:48:39",233377,"2014-04-21 04:38:10"
162412,187023,"2014-01-27 10:52:55",NULL,NULL
162413,187024,"2014-01-27 10:55:58",NULL,NULL
162414,187026,"2014-01-27 10:56:29",203526,"2014-02-24 15:52:48"
162415,187027,"2014-01-27 10:57:29",NULL,NULL
162416,187028,"2014-01-27 10:57:43",NULL,NULL
162417,187029,"2014-01-27 10:58:07",NULL,NULL
162418,187031,"2014-01-27 11:01:29",224386,"2014-04-04 15:28:17"
162419,187033,"2014-01-27 11:05:30",NULL,NULL
162420,187034,"2014-01-27 11:05:44",NULL,NULL
162421,187036,"2014-01-27 11:09:23",NULL,NULL
162422,187037,"2014-01-27 11:12:36",NULL,NULL
162423,187038,"2014-01-27 11:15:15",NULL,NULL
162424,187039,"2014-01-27 11:17:11",NULL,NULL
162425,187040,"2014-01-27 11:18:58",NULL,NULL
162426,187041,"2014-01-27 11:20:38",NULL,NULL
162427,187042,"2014-01-27 11:23:21",219187,"2014-03-25 22:41:57"
162428,187043,"2014-01-27 11:25:05",NULL,NULL
162429,187044,"2014-01-27 11:25:09",NULL,NULL
162430,187045,"2014-01-27 11:25:34",NULL,NULL
162431,187046,"2014-01-27 11:28:16",NULL,NULL
162432,187047,"2014-01-27 11:28:57",NULL,NULL
162433,187048,"2014-01-27 11:31:38",NULL,NULL
162434,187050,"2014-01-27 11:35:51",NULL,NULL
162435,187051,"2014-01-27 11:37:47",NULL,NULL
162436,187052,"2014-01-27 11:38:06",NULL,NULL
162437,187053,"2014-01-27 11:38:17",218498,"2014-03-24 17:28:55"
162437,187053,"2014-01-27 11:38:17",236571,"2014-04-25 16:42:36"
162437,187053,"2014-01-27 11:38:17",246973,"2014-05-14 08:04:40"
162438,187054,"2014-01-27 11:42:00",NULL,NULL
162439,187055,"2014-01-27 11:44:01",NULL,NULL
162440,187056,"2014-01-27 11:45:08",205038,"2014-02-26 22:15:18"
162440,187056,"2014-01-27 11:45:08",221907,"2014-03-31 18:17:05"
162440,187056,"2014-01-27 11:45:08",235613,"2014-04-24 11:06:39"
162441,187057,"2014-01-27 11:46:25",NULL,NULL
162442,187059,"2014-01-27 11:49:29",NULL,NULL
162443,187060,"2014-01-27 11:51:34",NULL,NULL
162444,187061,"2014-01-27 11:52:50",NULL,NULL
162445,187062,"2014-01-27 11:53:14",NULL,NULL
162446,187063,"2014-01-27 11:54:21",NULL,NULL
162447,187064,"2014-01-27 12:00:13",205259,"2014-02-27 10:29:46"
162448,187065,"2014-01-27 12:00:38",200777,"2014-02-19 12:56:47"
162449,187066,"2014-01-27 12:01:10",NULL,NULL
162450,187067,"2014-01-27 12:02:28",NULL,NULL
162451,187069,"2014-01-27 12:06:52",NULL,NULL
162452,187070,"2014-01-27 12:07:05",NULL,NULL
162453,187071,"2014-01-27 12:08:18",NULL,NULL
162454,187072,"2014-01-27 12:11:49",NULL,NULL
162455,187074,"2014-01-27 12:13:04",NULL,NULL
162456,187075,"2014-01-27 12:17:16",NULL,NULL
162457,187076,"2014-01-27 12:18:36",NULL,NULL
162458,187077,"2014-01-27 12:19:30",191255,"2014-02-04 00:34:09"
162459,187078,"2014-01-27 12:22:40",NULL,NULL
162460,187080,"2014-01-27 12:25:23",NULL,NULL
162461,187081,"2014-01-27 12:27:35",NULL,NULL
162462,187082,"2014-01-27 12:27:45",NULL,NULL
162463,187083,"2014-01-27 12:28:05",NULL,NULL
162464,187084,"2014-01-27 12:28:51",NULL,NULL
162465,187085,"2014-01-27 12:30:06",NULL,NULL
162466,187086,"2014-01-27 12:30:06",NULL,NULL
162467,187087,"2014-01-27 12:30:19",NULL,NULL
162468,187088,"2014-01-27 12:30:23",NULL,NULL
162469,187089,"2014-01-27 12:31:19",214927,"2014-03-17 11:00:27"
162470,187090,"2014-01-27 12:31:23",NULL,NULL
162471,187091,"2014-01-27 12:32:13",NULL,NULL
162472,187092,"2014-01-27 12:32:55",NULL,NULL
162473,187093,"2014-01-27 12:33:15",NULL,NULL
162474,187094,"2014-01-27 12:36:46",NULL,NULL
162475,187095,"2014-01-27 12:37:38",NULL,NULL
162476,187096,"2014-01-27 12:38:33",NULL,NULL
162477,187097,"2014-01-27 12:38:57",NULL,NULL
162478,187098,"2014-01-27 12:38:59",NULL,NULL
162479,187100,"2014-01-27 12:39:15",NULL,NULL
162480,187102,"2014-01-27 12:45:46",NULL,NULL
162481,187103,"2014-01-27 12:46:01",NULL,NULL
162482,187104,"2014-01-27 12:47:16",NULL,NULL
162483,187105,"2014-01-27 12:47:56",218086,"2014-03-23 23:04:28"
162483,187105,"2014-01-27 12:47:56",232764,"2014-04-19 08:29:19"
162483,187105,"2014-01-27 12:47:56",241310,"2014-05-05 00:21:15"
162484,187106,"2014-01-27 12:48:52",NULL,NULL
162485,187107,"2014-01-27 12:48:56",208483,"2014-03-05 11:51:07"
162486,187109,"2014-01-27 12:52:54",223740,"2014-04-03 15:35:28"
162487,187110,"2014-01-27 12:56:38",214425,"2014-03-15 20:09:01"
162488,187111,"2014-01-27 12:58:21",NULL,NULL
162489,187112,"2014-01-27 13:01:57",NULL,NULL
162490,187113,"2014-01-27 13:02:52",NULL,NULL
162491,187115,"2014-01-27 13:03:17",217886,"2014-03-23 08:35:45"
162492,187116,"2014-01-27 13:03:34",NULL,NULL
162493,187117,"2014-01-27 13:04:42",NULL,NULL
162494,187118,"2014-01-27 13:05:45",NULL,NULL
162495,187119,"2014-01-27 13:05:55",NULL,NULL
162496,187120,"2014-01-27 13:05:55",220060,"2014-03-27 12:37:38"
162497,187121,"2014-01-27 13:07:19",220692,"2014-03-28 15:13:50"
162497,187121,"2014-01-27 13:07:19",234094,"2014-04-22 09:07:46"
162497,187121,"2014-01-27 13:07:19",245130,"2014-05-10 22:23:12"
162498,187122,"2014-01-27 13:12:04",NULL,NULL
162499,187124,"2014-01-27 13:13:57",NULL,NULL
162500,187125,"2014-01-27 13:14:20",NULL,NULL
162501,187126,"2014-01-27 13:15:57",NULL,NULL
162502,187127,"2014-01-27 13:18:13",204075,"2014-02-25 13:53:53"
162503,187128,"2014-01-27 13:18:21",NULL,NULL
162504,187129,"2014-01-27 13:19:15",NULL,NULL
162505,187132,"2014-01-27 13:19:54",NULL,NULL
162506,187133,"2014-01-27 13:20:26",NULL,NULL
162507,187134,"2014-01-27 13:20:42",NULL,NULL
162508,187135,"2014-01-27 13:25:20",NULL,NULL
162509,187136,"2014-01-27 13:25:27",NULL,NULL
162510,187137,"2014-01-27 13:25:52",NULL,NULL
162511,187138,"2014-01-27 13:25:56",NULL,NULL
162512,187139,"2014-01-27 13:26:02",NULL,NULL
162513,187140,"2014-01-27 13:26:13",NULL,NULL
162514,187141,"2014-01-27 13:28:26",NULL,NULL
162515,187143,"2014-01-27 13:30:08",NULL,NULL
162516,187144,"2014-01-27 13:30:41",NULL,NULL
162517,187145,"2014-01-27 13:30:41",NULL,NULL
162518,187146,"2014-01-27 13:34:32",NULL,NULL
162519,187147,"2014-01-27 13:34:43",NULL,NULL
162520,187148,"2014-01-27 13:37:07",NULL,NULL
162521,187149,"2014-01-27 13:37:27",NULL,NULL
162522,187150,"2014-01-27 13:37:32",NULL,NULL
162523,187151,"2014-01-27 13:37:39",NULL,NULL
162524,187152,"2014-01-27 13:38:58",NULL,NULL
162525,187153,"2014-01-27 13:39:29",211753,"2014-03-11 13:03:36"
162526,187154,"2014-01-27 13:41:21",NULL,NULL
162527,187155,"2014-01-27 13:41:24",NULL,NULL
162528,187157,"2014-01-27 13:42:34",NULL,NULL
162529,187159,"2014-01-27 13:48:36",198179,"2014-02-14 13:40:18"
162530,187161,"2014-01-27 13:55:28",NULL,NULL
162531,187162,"2014-01-27 13:56:06",NULL,NULL
162532,187163,"2014-01-27 13:57:26",NULL,NULL
162533,187164,"2014-01-27 13:59:21",NULL,NULL
162534,187165,"2014-01-27 14:01:13",NULL,NULL
162535,187166,"2014-01-27 14:04:22",NULL,NULL
162536,187167,"2014-01-27 14:06:12",NULL,NULL
162537,187168,"2014-01-27 14:07:04",NULL,NULL
162538,187169,"2014-01-27 14:10:36",NULL,NULL
162539,187171,"2014-01-27 14:16:16",NULL,NULL
162540,187172,"2014-01-27 14:16:38",NULL,NULL
162541,187173,"2014-01-27 14:19:16",NULL,NULL
162542,187174,"2014-01-27 14:20:17",NULL,NULL
162543,187175,"2014-01-27 14:20:23",NULL,NULL
162544,187176,"2014-01-27 14:21:36",NULL,NULL
162545,187177,"2014-01-27 14:25:41",NULL,NULL
162546,187180,"2014-01-27 14:32:09",NULL,NULL
162547,187182,"2014-01-27 14:37:18",NULL,NULL
162548,187183,"2014-01-27 14:39:58",NULL,NULL
162549,187184,"2014-01-27 14:40:52",NULL,NULL
162550,187185,"2014-01-27 14:42:39",NULL,NULL
162551,187186,"2014-01-27 14:42:57",191319,"2014-02-04 06:12:17"
162552,187187,"2014-01-27 14:43:04",NULL,NULL
162553,187189,"2014-01-27 14:46:03",NULL,NULL
162554,187190,"2014-01-27 14:46:43",NULL,NULL
162555,187192,"2014-01-27 14:47:21",193652,"2014-02-07 16:57:11"
162556,187193,"2014-01-27 14:47:31",NULL,NULL
162557,187195,"2014-01-27 14:49:04",NULL,NULL
162558,187196,"2014-01-27 14:49:12",NULL,NULL
162559,187197,"2014-01-27 14:52:07",NULL,NULL
162560,187198,"2014-01-27 14:54:59",NULL,NULL
162561,187199,"2014-01-27 14:57:00",NULL,NULL
162562,187202,"2014-01-27 15:03:46",NULL,NULL
162563,187203,"2014-01-27 15:05:22",NULL,NULL
162564,187206,"2014-01-27 15:07:17",NULL,NULL
162565,187207,"2014-01-27 15:11:06",NULL,NULL
162566,187208,"2014-01-27 15:11:46",NULL,NULL
162567,187209,"2014-01-27 15:13:22",NULL,NULL
162568,187210,"2014-01-27 15:13:58",202013,"2014-02-21 09:30:57"
162569,187211,"2014-01-27 15:14:04",NULL,NULL
162570,187212,"2014-01-27 15:14:06",210432,"2014-03-08 17:20:20"
162571,187213,"2014-01-27 15:17:34",NULL,NULL
162572,187214,"2014-01-27 15:18:50",NULL,NULL
162573,187215,"2014-01-27 15:20:02",NULL,NULL
162574,187216,"2014-01-27 15:21:21",NULL,NULL
162575,187217,"2014-01-27 15:22:33",211955,"2014-03-11 18:40:45"
162575,187217,"2014-01-27 15:22:33",225445,"2014-04-07 10:29:29"
162575,187217,"2014-01-27 15:22:33",232864,"2014-04-19 14:01:49"
162576,187218,"2014-01-27 15:22:35",NULL,NULL
162577,187220,"2014-01-27 15:30:39",NULL,NULL
162578,187221,"2014-01-27 15:32:45",NULL,NULL
162579,187222,"2014-01-27 15:32:51",NULL,NULL
162580,187225,"2014-01-27 15:34:26",NULL,NULL
162581,187227,"2014-01-27 15:38:43",217086,"2014-03-20 23:24:02"
162581,187227,"2014-01-27 15:38:43",218768,"2014-03-25 09:59:50"
162581,187227,"2014-01-27 15:38:43",231103,"2014-04-16 15:55:48"
162582,187228,"2014-01-27 15:39:53",NULL,NULL
162583,187229,"2014-01-27 15:41:09",NULL,NULL
162584,187231,"2014-01-27 15:46:32",NULL,NULL
162585,187232,"2014-01-27 15:47:38",208240,"2014-03-05 00:10:18"
162585,187232,"2014-01-27 15:47:38",219600,"2014-03-26 15:27:06"
162585,187232,"2014-01-27 15:47:38",221822,"2014-03-31 15:50:01"
162586,187233,"2014-01-27 15:47:56",NULL,NULL
162587,187234,"2014-01-27 15:48:57",NULL,NULL
162588,187235,"2014-01-27 15:51:55",NULL,NULL
162589,187237,"2014-01-27 15:52:24",NULL,NULL
162590,187238,"2014-01-27 15:53:20",NULL,NULL
162591,187239,"2014-01-27 15:54:00",NULL,NULL
162592,187240,"2014-01-27 15:54:01",NULL,NULL
162593,187241,"2014-01-27 15:54:20",NULL,NULL
162594,187243,"2014-01-27 15:55:22",NULL,NULL
162595,187244,"2014-01-27 15:57:49",NULL,NULL
162596,187245,"2014-01-27 15:58:50",NULL,NULL
162597,187246,"2014-01-27 15:59:42",NULL,NULL
162598,187247,"2014-01-27 16:04:48",210473,"2014-03-08 20:13:04"
162599,187248,"2014-01-27 16:05:32",NULL,NULL
162600,187249,"2014-01-27 16:05:50",209986,"2014-03-07 14:58:31"
162601,187251,"2014-01-27 16:09:22",NULL,NULL
162602,187252,"2014-01-27 16:11:46",NULL,NULL
162603,187253,"2014-01-27 16:11:59",215855,"2014-03-18 22:56:43"
162604,187255,"2014-01-27 16:13:27",NULL,NULL
162605,187256,"2014-01-27 16:15:08",NULL,NULL
162606,187257,"2014-01-27 16:18:48",NULL,NULL
162607,187259,"2014-01-27 16:19:51",NULL,NULL
162608,187260,"2014-01-27 16:20:01",NULL,NULL
162609,187261,"2014-01-27 16:20:21",NULL,NULL
162610,187262,"2014-01-27 16:21:41",NULL,NULL
162611,187263,"2014-01-27 16:21:45",NULL,NULL
162612,187264,"2014-01-27 16:22:38",192559,"2014-02-05 23:30:11"
162612,187264,"2014-01-27 16:22:38",194593,"2014-02-10 07:51:07"
162612,187264,"2014-01-27 16:22:38",200567,"2014-02-19 08:00:15"
162613,187267,"2014-01-27 16:28:45",NULL,NULL
162614,187268,"2014-01-27 16:31:32",NULL,NULL
162615,187270,"2014-01-27 16:32:32",NULL,NULL
162616,187271,"2014-01-27 16:34:46",NULL,NULL
162617,187273,"2014-01-27 16:42:11",NULL,NULL
162618,187274,"2014-01-27 16:45:49",NULL,NULL
162619,187275,"2014-01-27 16:47:15",NULL,NULL
162620,187276,"2014-01-27 16:47:18",NULL,NULL
162621,187277,"2014-01-27 16:47:54",NULL,NULL
162622,187278,"2014-01-27 16:49:07",224074,"2014-04-04 07:01:48"
162622,187278,"2014-01-27 16:49:07",238666,"2014-04-29 23:54:43"
162622,187278,"2014-01-27 16:49:07",242974,"2014-05-07 12:08:51"
162623,187279,"2014-01-27 16:51:24",NULL,NULL
162624,187280,"2014-01-27 16:53:16",NULL,NULL
162625,187281,"2014-01-27 16:57:34",206946,"2014-03-02 22:09:27"
162625,187281,"2014-01-27 16:57:34",224954,"2014-04-06 05:31:24"
162625,187281,"2014-01-27 16:57:34",238162,"2014-04-29 10:32:46"
162626,187283,"2014-01-27 16:59:47",NULL,NULL
162627,187284,"2014-01-27 17:00:40",NULL,NULL
162628,187285,"2014-01-27 17:01:53",NULL,NULL
162629,187286,"2014-01-27 17:04:43",NULL,NULL
162630,187287,"2014-01-27 17:06:19",NULL,NULL
162631,187288,"2014-01-27 17:08:06",NULL,NULL
162632,187290,"2014-01-27 17:09:11",NULL,NULL
162633,187291,"2014-01-27 17:16:32",210002,"2014-03-07 15:24:59"
162634,187292,"2014-01-27 17:16:40",NULL,NULL
162635,187293,"2014-01-27 17:17:29",NULL,NULL
162636,187294,"2014-01-27 17:18:38",NULL,NULL
162637,187295,"2014-01-27 17:20:44",NULL,NULL
162638,187296,"2014-01-27 17:22:40",NULL,NULL
162639,187297,"2014-01-27 17:23:26",NULL,NULL
162640,187298,"2014-01-27 17:24:21",NULL,NULL
162641,187300,"2014-01-27 17:25:50",NULL,NULL
162642,187301,"2014-01-27 17:27:48",NULL,NULL
162643,187302,"2014-01-27 17:30:00",NULL,NULL
162644,187304,"2014-01-27 17:31:51",NULL,NULL
162645,187305,"2014-01-27 17:33:22",NULL,NULL
162646,187306,"2014-01-27 17:37:07",NULL,NULL
162647,187307,"2014-01-27 17:37:43",NULL,NULL
162648,187308,"2014-01-27 17:40:05",NULL,NULL
162649,187309,"2014-01-27 17:40:23",NULL,NULL
162650,187311,"2014-01-27 17:43:33",NULL,NULL
162651,187312,"2014-01-27 17:45:03",NULL,NULL
162652,187313,"2014-01-27 17:49:08",NULL,NULL
162653,187314,"2014-01-27 17:49:12",NULL,NULL
162654,187315,"2014-01-27 17:52:36",NULL,NULL
162655,187316,"2014-01-27 17:53:31",NULL,NULL
162656,187317,"2014-01-27 17:55:11",208508,"2014-03-05 12:16:54"
162657,187318,"2014-01-27 17:55:44",NULL,NULL
162658,187319,"2014-01-27 17:57:24",NULL,NULL
162659,187320,"2014-01-27 17:57:25",NULL,NULL
162660,187321,"2014-01-27 17:58:15",NULL,NULL
162661,187322,"2014-01-27 17:58:49",NULL,NULL
162662,187323,"2014-01-27 17:59:29",NULL,NULL
162663,187324,"2014-01-27 18:02:56",NULL,NULL
162664,187325,"2014-01-27 18:03:00",NULL,NULL
162665,187326,"2014-01-27 18:04:09",NULL,NULL
162666,187327,"2014-01-27 18:09:19",NULL,NULL
162667,187328,"2014-01-27 18:10:32",NULL,NULL
162668,187330,"2014-01-27 18:19:28",NULL,NULL
162669,187331,"2014-01-27 18:20:06",NULL,NULL
162670,187332,"2014-01-27 18:21:53",194506,"2014-02-10 02:09:35"
162671,187333,"2014-01-27 18:23:07",NULL,NULL
162672,187334,"2014-01-27 18:25:16",NULL,NULL
162673,187336,"2014-01-27 18:27:45",NULL,NULL
162674,187338,"2014-01-27 18:29:25",213786,"2014-03-14 11:57:58"
162675,187339,"2014-01-27 18:29:52",222194,"2014-04-01 10:43:06"
162675,187339,"2014-01-27 18:29:52",242195,"2014-05-06 10:33:07"
162675,187339,"2014-01-27 18:29:52",248573,"2014-05-16 10:02:45"
162676,187340,"2014-01-27 18:33:23",NULL,NULL
162677,187342,"2014-01-27 18:37:45",NULL,NULL
162678,187344,"2014-01-27 18:39:48",202773,"2014-02-23 01:01:48"
162679,187345,"2014-01-27 18:41:37",NULL,NULL
162680,187346,"2014-01-27 18:46:56",217723,"2014-03-22 13:35:22"
162681,187347,"2014-01-27 18:48:01",NULL,NULL
162682,187348,"2014-01-27 18:48:53",NULL,NULL
162683,187349,"2014-01-27 18:49:47",NULL,NULL
162684,187350,"2014-01-27 18:50:14",NULL,NULL
162685,187351,"2014-01-27 18:50:16",NULL,NULL
162686,187352,"2014-01-27 18:54:22",NULL,NULL
162687,187353,"2014-01-27 18:54:34",NULL,NULL
162688,187354,"2014-01-27 18:54:53",NULL,NULL
162689,187355,"2014-01-27 18:56:30",NULL,NULL
162690,187356,"2014-01-27 18:56:39",208073,"2014-03-04 17:54:22"
162691,187357,"2014-01-27 18:56:43",222556,"2014-04-01 19:18:08"
162692,187358,"2014-01-27 18:57:00",191803,"2014-02-04 19:40:48"
162693,187359,"2014-01-27 18:57:17",NULL,NULL
162694,187361,"2014-01-27 19:02:59",NULL,NULL
162695,187362,"2014-01-27 19:03:59",NULL,NULL
162696,187363,"2014-01-27 19:04:45",NULL,NULL
162697,187366,"2014-01-27 19:09:36",NULL,NULL
162698,187367,"2014-01-27 19:12:07",NULL,NULL
162699,187369,"2014-01-27 19:14:17",220437,"2014-03-28 04:48:37"
162700,187370,"2014-01-27 19:16:52",NULL,NULL
162701,187371,"2014-01-27 19:20:42",NULL,NULL
162702,187372,"2014-01-27 19:27:39",212578,"2014-03-12 15:35:51"
162703,187373,"2014-01-27 19:28:22",NULL,NULL
162704,187374,"2014-01-27 19:29:06",213726,"2014-03-14 10:38:38"
162705,187375,"2014-01-27 19:38:00",NULL,NULL
162706,187376,"2014-01-27 19:38:57",NULL,NULL
162707,187377,"2014-01-27 19:42:14",NULL,NULL
162708,187378,"2014-01-27 19:47:30",NULL,NULL
162709,187379,"2014-01-27 19:48:55",NULL,NULL
162710,187380,"2014-01-27 19:49:52",NULL,NULL
162711,187381,"2014-01-27 19:51:30",NULL,NULL
162712,187382,"2014-01-27 19:52:13",NULL,NULL
162713,187384,"2014-01-27 19:59:26",NULL,NULL
162714,187385,"2014-01-27 19:59:42",213881,"2014-03-14 14:54:22"
162715,187386,"2014-01-27 20:02:19",NULL,NULL
162716,187388,"2014-01-27 20:06:20",NULL,NULL
162717,187389,"2014-01-27 20:07:23",NULL,NULL
162718,187390,"2014-01-27 20:08:22",NULL,NULL
162719,187391,"2014-01-27 20:13:13",NULL,NULL
162720,187392,"2014-01-27 20:16:15",NULL,NULL
162721,187393,"2014-01-27 20:18:37",NULL,NULL
162722,187394,"2014-01-27 20:27:29",NULL,NULL
162723,187395,"2014-01-27 20:28:42",214797,"2014-03-17 03:54:38"
162723,187395,"2014-01-27 20:28:42",222251,"2014-04-01 12:02:13"
162723,187395,"2014-01-27 20:28:42",228249,"2014-04-11 10:27:02"
162724,187397,"2014-01-27 20:34:36",NULL,NULL
162725,187399,"2014-01-27 20:36:11",NULL,NULL
162726,187400,"2014-01-27 20:39:43",NULL,NULL
162727,187401,"2014-01-27 20:42:06",204531,"2014-02-26 09:24:49"
162728,187403,"2014-01-27 20:45:27",NULL,NULL
162729,187404,"2014-01-27 20:56:08",NULL,NULL
162730,187405,"2014-01-27 20:56:36",NULL,NULL
162731,187406,"2014-01-27 20:57:35",NULL,NULL
162732,187407,"2014-01-27 21:07:01",NULL,NULL
162733,187408,"2014-01-27 21:07:09",NULL,NULL
162734,187410,"2014-01-27 21:10:38",NULL,NULL
162735,187411,"2014-01-27 21:10:52",NULL,NULL
162736,187412,"2014-01-27 21:12:19",NULL,NULL
162737,187414,"2014-01-27 21:17:39",NULL,NULL
162738,187415,"2014-01-27 21:22:13",204552,"2014-02-26 09:57:13"
162739,187416,"2014-01-27 21:33:55",NULL,NULL
162740,187417,"2014-01-27 21:35:40",NULL,NULL
162741,187418,"2014-01-27 21:42:52",NULL,NULL
162742,187420,"2014-01-27 21:56:35",NULL,NULL
162743,187421,"2014-01-27 21:57:33",NULL,NULL
162744,187422,"2014-01-27 22:01:20",NULL,NULL
162745,187423,"2014-01-27 22:06:42",NULL,NULL
162746,187426,"2014-01-27 22:17:11",NULL,NULL
162747,187428,"2014-01-27 22:28:24",221034,"2014-03-29 16:57:26"
162748,187429,"2014-01-27 22:30:05",NULL,NULL
162749,187430,"2014-01-27 22:37:13",NULL,NULL
162750,187431,"2014-01-27 22:45:22",NULL,NULL
162751,187433,"2014-01-27 22:46:25",NULL,NULL
162752,187435,"2014-01-27 22:52:05",208099,"2014-03-04 18:32:19"
162753,187436,"2014-01-27 22:53:02",NULL,NULL
162754,187437,"2014-01-27 22:57:02",217249,"2014-03-21 10:08:26"
162755,187438,"2014-01-27 23:12:38",NULL,NULL
162756,187439,"2014-01-27 23:13:48",222485,"2014-04-01 17:16:52"
162756,187439,"2014-01-27 23:13:48",235735,"2014-04-24 13:33:09"
162756,187439,"2014-01-27 23:13:48",245839,"2014-05-12 14:07:03"
162757,187440,"2014-01-27 23:14:45",209016,"2014-03-06 04:47:35"
162757,187440,"2014-01-27 23:14:45",219857,"2014-03-27 03:05:43"
162757,187440,"2014-01-27 23:14:45",226967,"2014-04-09 14:47:10"
162758,187441,"2014-01-27 23:16:10",NULL,NULL
162759,187443,"2014-01-27 23:19:20",NULL,NULL
162760,187444,"2014-01-27 23:21:59",NULL,NULL
162761,187445,"2014-01-27 23:32:34",NULL,NULL
162762,187446,"2014-01-27 23:47:16",NULL,NULL
162763,187451,"2014-01-27 23:55:38",NULL,NULL
162764,187453,"2014-01-27 23:58:41",NULL,NULL
162765,187454,"2014-01-28 00:04:01",NULL,NULL
162766,187455,"2014-01-28 00:08:35",NULL,NULL
162767,187456,"2014-01-28 00:14:53",NULL,NULL
162768,187457,"2014-01-28 00:21:57",NULL,NULL
162769,187458,"2014-01-28 00:25:11",NULL,NULL
162770,187459,"2014-01-28 00:29:41",218217,"2014-03-24 08:47:41"
162771,187460,"2014-01-28 00:36:26",NULL,NULL
162772,187461,"2014-01-28 00:40:40",NULL,NULL
162773,187462,"2014-01-28 00:45:34",NULL,NULL
162774,187463,"2014-01-28 00:48:11",NULL,NULL
162775,187464,"2014-01-28 00:49:24",NULL,NULL
162776,187465,"2014-01-28 00:51:13",NULL,NULL
162777,187466,"2014-01-28 00:55:47",NULL,NULL
162778,187467,"2014-01-28 00:59:43",NULL,NULL
162779,187468,"2014-01-28 01:04:01",NULL,NULL
162780,187469,"2014-01-28 01:19:43",NULL,NULL
162781,187470,"2014-01-28 01:20:34",NULL,NULL
162782,187471,"2014-01-28 01:31:12",NULL,NULL
162783,187472,"2014-01-28 01:40:07",NULL,NULL
162784,187473,"2014-01-28 01:40:51",NULL,NULL
162785,187474,"2014-01-28 01:54:36",NULL,NULL
162786,187475,"2014-01-28 02:07:07",NULL,NULL
162787,187476,"2014-01-28 02:15:42",207962,"2014-03-04 15:29:28"
162788,187477,"2014-01-28 02:17:38",NULL,NULL
162789,187478,"2014-01-28 02:22:34",192470,"2014-02-05 19:09:46"
162790,187480,"2014-01-28 02:38:26",191591,"2014-02-04 14:18:00"
162790,187480,"2014-01-28 02:38:26",214140,"2014-03-15 00:41:29"
