website_session_id,product_seen,cart_made_it,shipping_made_it,billing_made_it,thankyou_made_it
68717,mrfuzzy,0,0,0,0
68721,mrfuzzy,0,0,0,0
68718,mrfuzzy,0,0,0,0
68724,mrfuzzy,0,0,0,0
68728,mrfuzzy,0,0,0,0
68727,mrfuzzy,0,0,0,0
68731,mrfuzzy,1,0,0,0
68730,lovebear,1,1,1,0
68733,mrfuzzy,1,0,0,0
68732,mrfuzzy,0,0,0,0
68734,mrfuzzy,1,0,0,0
68736,lovebear,0,0,0,0
68737,mrfuzzy,1,1,0,0
68745,lovebear,0,0,0,0
68750,mrfuzzy,1,0,0,0
68747,mrfuzzy,0,0,0,0
68751,mrfuzzy,1,1,1,1
68752,mrfuzzy,1,1,1,1
68753,mrfuzzy,0,0,0,0
68763,mrfuzzy,0,0,0,0
68766,mrfuzzy,1,1,1,0
68771,mrfuzzy,1,0,0,0
68769,mrfuzzy,0,0,0,0
68776,mrfuzzy,1,0,0,0
68779,mrfuzzy,1,1,1,0
68781,lovebear,0,0,0,0
68783,mrfuzzy,0,0,0,0
68786,mrfuzzy,0,0,0,0
68789,mrfuzzy,0,0,0,0
68790,mrfuzzy,1,1,0,0
68791,mrfuzzy,1,1,1,1
68792,mrfuzzy,0,0,0,0
68794,mrfuzzy,0,0,0,0
68798,mrfuzzy,1,0,0,0
68797,lovebear,1,0,0,0
68800,mrfuzzy,0,0,0,0
68802,lovebear,0,0,0,0
68803,lovebear,1,1,1,1
68807,mrfuzzy,1,1,1,0
68810,mrfuzzy,0,0,0,0
68811,lovebear,0,0,0,0
68812,mrfuzzy,1,1,1,0
68815,mrfuzzy,1,1,1,0
68817,mrfuzzy,0,0,0,0
68822,mrfuzzy,0,0,0,0
68826,mrfuzzy,1,1,1,1
68827,mrfuzzy,1,1,1,0
68830,lovebear,1,0,0,0
68832,mrfuzzy,0,0,0,0
68835,lovebear,1,1,0,0
68840,mrfuzzy,0,0,0,0
68842,mrfuzzy,0,0,0,0
68843,mrfuzzy,0,0,0,0
68845,lovebear,0,0,0,0
68844,mrfuzzy,0,0,0,0
68847,mrfuzzy,1,1,1,1
68849,mrfuzzy,0,0,0,0
68850,mrfuzzy,1,1,1,1
68851,mrfuzzy,0,0,0,0
68852,mrfuzzy,0,0,0,0
68856,lovebear,0,0,0,0
68855,mrfuzzy,0,0,0,0
68858,mrfuzzy,0,0,0,0
68862,mrfuzzy,0,0,0,0
68864,mrfuzzy,0,0,0,0
68865,mrfuzzy,0,0,0,0
68867,mrfuzzy,0,0,0,0
68868,mrfuzzy,0,0,0,0
68869,mrfuzzy,0,0,0,0
68870,mrfuzzy,1,1,1,1
68872,mrfuzzy,1,1,1,0
68876,mrfuzzy,0,0,0,0
68880,lovebear,0,0,0,0
68886,mrfuzzy,0,0,0,0
68889,mrfuzzy,0,0,0,0
68894,mrfuzzy,0,0,0,0
68895,mrfuzzy,1,0,0,0
68897,mrfuzzy,1,0,0,0
68899,mrfuzzy,0,0,0,0
68907,mrfuzzy,1,1,1,1
68913,mrfuzzy,1,1,0,0
68911,mrfuzzy,1,0,0,0
68915,mrfuzzy,1,1,1,1
68916,mrfuzzy,0,0,0,0
68917,mrfuzzy,0,0,0,0
68924,mrfuzzy,1,1,1,1
68926,mrfuzzy,1,1,1,1
68927,lovebear,1,1,1,1
68930,lovebear,1,0,0,0
68939,mrfuzzy,0,0,0,0
68937,mrfuzzy,0,0,0,0
68942,mrfuzzy,0,0,0,0
68943,mrfuzzy,0,0,0,0
68946,mrfuzzy,0,0,0,0
68950,mrfuzzy,0,0,0,0
68951,mrfuzzy,1,1,1,1
68953,mrfuzzy,0,0,0,0
68956,lovebear,0,0,0,0
68965,mrfuzzy,0,0,0,0
68968,mrfuzzy,1,0,0,0
68969,mrfuzzy,0,0,0,0
68972,mrfuzzy,0,0,0,0
68973,mrfuzzy,0,0,0,0
68975,mrfuzzy,1,0,0,0
68977,mrfuzzy,0,0,0,0
68980,mrfuzzy,0,0,0,0
68981,mrfuzzy,1,1,1,0
68987,mrfuzzy,0,0,0,0
68988,mrfuzzy,0,0,0,0
68995,mrfuzzy,0,0,0,0
68998,lovebear,0,0,0,0
69001,mrfuzzy,0,0,0,0
69002,mrfuzzy,1,1,1,1
69005,mrfuzzy,1,1,1,1
69007,mrfuzzy,1,0,0,0
69008,mrfuzzy,1,1,1,1
69009,lovebear,0,0,0,0
69011,mrfuzzy,0,0,0,0
69010,mrfuzzy,0,0,0,0
69012,mrfuzzy,1,1,1,1
69015,mrfuzzy,0,0,0,0
69013,mrfuzzy,0,0,0,0
69018,mrfuzzy,1,1,1,0
69023,mrfuzzy,0,0,0,0
69027,mrfuzzy,1,1,0,0
69028,mrfuzzy,1,0,0,0
69029,mrfuzzy,1,1,1,1
69033,mrfuzzy,1,1,0,0
69036,mrfuzzy,1,1,1,1
69037,mrfuzzy,0,0,0,0
69039,mrfuzzy,0,0,0,0
69042,mrfuzzy,1,1,1,1
69048,mrfuzzy,0,0,0,0
69049,lovebear,1,1,1,1
69053,mrfuzzy,1,1,1,1
69055,mrfuzzy,1,1,1,0
69057,mrfuzzy,1,1,1,1
69059,lovebear,0,0,0,0
69060,mrfuzzy,0,0,0,0
69063,mrfuzzy,0,0,0,0
69065,mrfuzzy,1,1,1,1
69066,mrfuzzy,0,0,0,0
69072,lovebear,0,0,0,0
69074,mrfuzzy,0,0,0,0
69075,mrfuzzy,0,0,0,0
69077,mrfuzzy,1,1,1,1
69078,lovebear,1,1,0,0
69079,mrfuzzy,1,0,0,0
69081,mrfuzzy,1,1,1,0
69083,mrfuzzy,1,1,1,1
69086,mrfuzzy,0,0,0,0
69087,mrfuzzy,1,1,0,0
69088,mrfuzzy,0,0,0,0
69095,lovebear,0,0,0,0
69101,mrfuzzy,0,0,0,0
69102,lovebear,1,0,0,0
69106,mrfuzzy,0,0,0,0
69110,lovebear,0,0,0,0
69112,mrfuzzy,0,0,0,0
69118,mrfuzzy,1,1,0,0
69119,mrfuzzy,1,0,0,0
69120,mrfuzzy,1,1,1,0
69123,mrfuzzy,0,0,0,0
69129,mrfuzzy,0,0,0,0
69130,mrfuzzy,0,0,0,0
69135,mrfuzzy,0,0,0,0
69139,mrfuzzy,0,0,0,0
69142,mrfuzzy,1,0,0,0
69144,mrfuzzy,0,0,0,0
69146,lovebear,1,1,1,0
69151,mrfuzzy,0,0,0,0
69154,mrfuzzy,1,1,1,0
69157,mrfuzzy,1,1,1,1
69156,lovebear,1,1,1,1
69160,mrfuzzy,0,0,0,0
69162,mrfuzzy,0,0,0,0
69169,mrfuzzy,0,0,0,0
69171,mrfuzzy,0,0,0,0
69174,mrfuzzy,1,0,0,0
69175,mrfuzzy,0,0,0,0
69179,mrfuzzy,0,0,0,0
69183,lovebear,0,0,0,0
69185,mrfuzzy,0,0,0,0
69188,lovebear,0,0,0,0
69189,mrfuzzy,1,1,0,0
69191,mrfuzzy,1,1,1,1
69192,lovebear,0,0,0,0
69202,mrfuzzy,0,0,0,0
69201,mrfuzzy,1,1,0,0
69205,mrfuzzy,0,0,0,0
69208,mrfuzzy,0,0,0,0
69209,mrfuzzy,0,0,0,0
69211,mrfuzzy,1,1,1,0
69212,lovebear,0,0,0,0
69215,mrfuzzy,0,0,0,0
69222,mrfuzzy,0,0,0,0
69224,mrfuzzy,1,0,0,0
69226,mrfuzzy,1,0,0,0
69228,mrfuzzy,0,0,0,0
69231,mrfuzzy,0,0,0,0
69236,mrfuzzy,1,1,1,0
69239,mrfuzzy,1,1,1,1
69243,mrfuzzy,1,1,1,1
69244,mrfuzzy,0,0,0,0
69246,mrfuzzy,0,0,0,0
69249,mrfuzzy,1,1,1,1
69252,mrfuzzy,0,0,0,0
69253,mrfuzzy,0,0,0,0
69257,mrfuzzy,1,1,1,0
69258,lovebear,1,1,0,0
69262,lovebear,1,1,1,0
69264,mrfuzzy,1,0,0,0
69267,mrfuzzy,1,1,1,1
69268,mrfuzzy,0,0,0,0
69271,mrfuzzy,0,0,0,0
69274,mrfuzzy,1,0,0,0
69277,lovebear,1,1,1,1
69280,mrfuzzy,1,1,0,0
69279,mrfuzzy,1,1,1,1
69285,mrfuzzy,1,1,1,0
69290,mrfuzzy,1,1,1,1
69291,mrfuzzy,0,0,0,0
69293,mrfuzzy,0,0,0,0
69296,mrfuzzy,1,1,1,1
69300,mrfuzzy,1,1,0,0
69301,mrfuzzy,0,0,0,0
69307,mrfuzzy,1,0,0,0
69313,mrfuzzy,1,1,1,0
69314,lovebear,1,0,0,0
69315,mrfuzzy,0,0,0,0
69319,mrfuzzy,0,0,0,0
69321,mrfuzzy,0,0,0,0
69323,mrfuzzy,0,0,0,0
69326,mrfuzzy,0,0,0,0
69329,mrfuzzy,1,1,0,0
69330,mrfuzzy,0,0,0,0
69332,mrfuzzy,0,0,0,0
69334,mrfuzzy,1,0,0,0
69337,mrfuzzy,0,0,0,0
69336,mrfuzzy,1,1,1,1
69341,mrfuzzy,1,0,0,0
69342,mrfuzzy,1,1,1,0
69348,mrfuzzy,1,1,1,0
69349,mrfuzzy,0,0,0,0
69359,mrfuzzy,1,1,1,1
69360,mrfuzzy,1,0,0,0
69367,mrfuzzy,1,1,1,1
69372,mrfuzzy,0,0,0,0
69373,mrfuzzy,0,0,0,0
69374,mrfuzzy,1,1,1,1
69376,mrfuzzy,0,0,0,0
69377,mrfuzzy,0,0,0,0
69379,mrfuzzy,0,0,0,0
69382,mrfuzzy,1,0,0,0
69392,lovebear,1,1,1,1
69390,mrfuzzy,1,1,1,0
69387,mrfuzzy,1,1,1,1
69397,lovebear,0,0,0,0
69398,mrfuzzy,1,1,1,0
69402,mrfuzzy,0,0,0,0
69404,mrfuzzy,1,0,0,0
69403,mrfuzzy,0,0,0,0
69406,mrfuzzy,0,0,0,0
69411,mrfuzzy,0,0,0,0
69413,mrfuzzy,0,0,0,0
69414,mrfuzzy,1,1,1,0
69416,mrfuzzy,1,1,1,1
69419,mrfuzzy,1,1,1,1
69421,mrfuzzy,1,0,0,0
69422,mrfuzzy,0,0,0,0
69430,mrfuzzy,1,1,1,1
69434,mrfuzzy,0,0,0,0
69440,mrfuzzy,0,0,0,0
69442,mrfuzzy,0,0,0,0
69444,mrfuzzy,0,0,0,0
69447,mrfuzzy,1,1,1,1
69448,mrfuzzy,0,0,0,0
69449,mrfuzzy,1,1,1,1
69452,mrfuzzy,1,1,1,0
69456,mrfuzzy,0,0,0,0
69459,mrfuzzy,0,0,0,0
69460,mrfuzzy,0,0,0,0
69461,lovebear,0,0,0,0
69462,mrfuzzy,0,0,0,0
69463,mrfuzzy,0,0,0,0
69464,mrfuzzy,0,0,0,0
69470,mrfuzzy,1,1,1,0
69471,mrfuzzy,0,0,0,0
69473,mrfuzzy,0,0,0,0
69474,mrfuzzy,0,0,0,0
69476,mrfuzzy,0,0,0,0
69480,mrfuzzy,1,1,1,1
69484,mrfuzzy,1,1,0,0
69483,mrfuzzy,1,1,1,0
69491,lovebear,1,1,1,0
69493,mrfuzzy,0,0,0,0
69497,mrfuzzy,1,1,0,0
69495,mrfuzzy,1,0,0,0
69498,mrfuzzy,0,0,0,0
69501,mrfuzzy,0,0,0,0
69503,mrfuzzy,1,1,1,1
69506,mrfuzzy,0,0,0,0
69513,mrfuzzy,1,0,0,0
69515,lovebear,1,1,1,1
69518,mrfuzzy,1,0,0,0
69520,mrfuzzy,1,1,1,0
69523,lovebear,1,1,1,1
69529,mrfuzzy,0,0,0,0
69530,mrfuzzy,1,1,1,0
69531,lovebear,0,0,0,0
69533,mrfuzzy,1,1,1,1
69538,mrfuzzy,0,0,0,0
69537,mrfuzzy,0,0,0,0
69541,mrfuzzy,0,0,0,0
69544,mrfuzzy,1,1,1,1
69546,mrfuzzy,1,1,1,1
69548,lovebear,1,0,0,0
69549,lovebear,0,0,0,0
69551,mrfuzzy,1,0,0,0
69554,lovebear,1,1,1,1
69555,mrfuzzy,1,0,0,0
69556,mrfuzzy,0,0,0,0
69557,mrfuzzy,0,0,0,0
69558,mrfuzzy,1,1,1,1
69566,mrfuzzy,1,0,0,0
69576,mrfuzzy,0,0,0,0
69575,mrfuzzy,0,0,0,0
69578,lovebear,0,0,0,0
69584,mrfuzzy,0,0,0,0
69583,mrfuzzy,0,0,0,0
69581,mrfuzzy,1,0,0,0
69582,mrfuzzy,0,0,0,0
69588,lovebear,0,0,0,0
69592,mrfuzzy,0,0,0,0
69594,mrfuzzy,1,1,1,1
69595,lovebear,1,1,1,1
69596,lovebear,0,0,0,0
69599,mrfuzzy,0,0,0,0
69603,mrfuzzy,1,0,0,0
69606,mrfuzzy,0,0,0,0
69608,mrfuzzy,1,1,1,1
69605,mrfuzzy,0,0,0,0
69609,mrfuzzy,1,1,1,0
69610,mrfuzzy,0,0,0,0
69611,mrfuzzy,0,0,0,0
69612,mrfuzzy,0,0,0,0
69615,mrfuzzy,0,0,0,0
69617,mrfuzzy,0,0,0,0
69618,mrfuzzy,1,0,0,0
69623,mrfuzzy,1,1,1,1
69624,lovebear,1,1,1,1
69625,mrfuzzy,1,1,0,0
69626,mrfuzzy,0,0,0,0
69631,mrfuzzy,1,1,1,0
69634,mrfuzzy,0,0,0,0
69635,mrfuzzy,1,1,1,1
69639,mrfuzzy,1,0,0,0
69641,mrfuzzy,0,0,0,0
69648,mrfuzzy,1,0,0,0
69649,mrfuzzy,0,0,0,0
69657,mrfuzzy,0,0,0,0
69656,lovebear,0,0,0,0
69658,mrfuzzy,0,0,0,0
69663,mrfuzzy,0,0,0,0
69664,mrfuzzy,1,0,0,0
69665,mrfuzzy,0,0,0,0
69673,mrfuzzy,0,0,0,0
69674,mrfuzzy,1,1,1,0
69678,mrfuzzy,0,0,0,0
69679,mrfuzzy,0,0,0,0
69682,mrfuzzy,1,0,0,0
69683,mrfuzzy,0,0,0,0
69686,mrfuzzy,1,1,1,1
69688,mrfuzzy,0,0,0,0
69692,lovebear,1,0,0,0
69694,mrfuzzy,0,0,0,0
69695,mrfuzzy,0,0,0,0
69699,mrfuzzy,0,0,0,0
69703,mrfuzzy,1,1,0,0
69705,mrfuzzy,1,0,0,0
69711,mrfuzzy,0,0,0,0
69714,mrfuzzy,1,0,0,0
69717,mrfuzzy,0,0,0,0
69716,mrfuzzy,0,0,0,0
69719,mrfuzzy,1,0,0,0
69722,mrfuzzy,0,0,0,0
69726,mrfuzzy,0,0,0,0
69727,mrfuzzy,1,0,0,0
69731,mrfuzzy,1,0,0,0
69735,mrfuzzy,0,0,0,0
69736,mrfuzzy,0,0,0,0
69740,mrfuzzy,1,0,0,0
69742,mrfuzzy,1,1,0,0
69743,mrfuzzy,1,0,0,0
69748,mrfuzzy,1,1,1,0
69752,mrfuzzy,1,1,1,1
69753,mrfuzzy,0,0,0,0
69754,mrfuzzy,0,0,0,0
69755,lovebear,1,1,0,0
69756,mrfuzzy,0,0,0,0
69758,mrfuzzy,1,0,0,0
69760,mrfuzzy,0,0,0,0
69764,mrfuzzy,0,0,0,0
69767,mrfuzzy,1,1,1,0
69766,mrfuzzy,0,0,0,0
69774,mrfuzzy,1,0,0,0
69777,lovebear,1,1,0,0
69778,mrfuzzy,0,0,0,0
69785,mrfuzzy,0,0,0,0
69788,mrfuzzy,1,1,1,0
69792,lovebear,1,1,0,0
69797,mrfuzzy,1,1,0,0
69799,mrfuzzy,0,0,0,0
69801,mrfuzzy,0,0,0,0
69806,mrfuzzy,1,0,0,0
69807,mrfuzzy,0,0,0,0
69812,mrfuzzy,1,1,1,0
69813,mrfuzzy,0,0,0,0
69815,mrfuzzy,1,0,0,0
69819,mrfuzzy,1,1,1,0
69823,mrfuzzy,0,0,0,0
69824,mrfuzzy,1,1,0,0
69826,mrfuzzy,0,0,0,0
69827,mrfuzzy,1,1,1,1
69831,mrfuzzy,0,0,0,0
69836,mrfuzzy,1,0,0,0
69844,mrfuzzy,1,0,0,0
69847,mrfuzzy,0,0,0,0
69846,mrfuzzy,1,1,1,0
69848,mrfuzzy,1,1,1,1
69843,mrfuzzy,0,0,0,0
69849,mrfuzzy,1,0,0,0
69851,mrfuzzy,0,0,0,0
69850,mrfuzzy,0,0,0,0
69854,mrfuzzy,0,0,0,0
69857,mrfuzzy,1,1,1,1
69859,mrfuzzy,0,0,0,0
69856,lovebear,1,1,1,0
69860,mrfuzzy,0,0,0,0
69866,mrfuzzy,1,1,1,0
69867,mrfuzzy,0,0,0,0
69872,lovebear,0,0,0,0
69874,mrfuzzy,0,0,0,0
69878,mrfuzzy,1,1,1,1
69881,mrfuzzy,0,0,0,0
69891,mrfuzzy,1,1,1,1
69892,mrfuzzy,1,0,0,0
69894,mrfuzzy,1,1,1,1
69895,mrfuzzy,0,0,0,0
69897,mrfuzzy,0,0,0,0
69901,mrfuzzy,1,1,1,1
69904,lovebear,0,0,0,0
69905,mrfuzzy,0,0,0,0
69906,mrfuzzy,0,0,0,0
69908,mrfuzzy,0,0,0,0
69909,mrfuzzy,0,0,0,0
69911,mrfuzzy,1,1,1,1
69912,lovebear,1,1,1,1
69917,mrfuzzy,0,0,0,0
69921,mrfuzzy,1,1,1,1
69931,mrfuzzy,0,0,0,0
69934,mrfuzzy,1,1,1,1
69935,mrfuzzy,0,0,0,0
69938,mrfuzzy,0,0,0,0
69939,mrfuzzy,1,1,1,0
69941,mrfuzzy,1,1,0,0
69944,lovebear,0,0,0,0
69945,mrfuzzy,0,0,0,0
69947,mrfuzzy,0,0,0,0
69950,mrfuzzy,0,0,0,0
69951,mrfuzzy,1,0,0,0
69952,lovebear,1,1,0,0
69955,lovebear,0,0,0,0
69956,mrfuzzy,0,0,0,0
69958,mrfuzzy,0,0,0,0
69962,mrfuzzy,0,0,0,0
69964,mrfuzzy,0,0,0,0
69965,mrfuzzy,1,1,1,0
69966,mrfuzzy,1,0,0,0
69967,mrfuzzy,1,1,1,1
69968,mrfuzzy,0,0,0,0
69970,mrfuzzy,0,0,0,0
69972,mrfuzzy,1,1,0,0
69974,mrfuzzy,1,0,0,0
69978,lovebear,1,1,0,0
69980,mrfuzzy,0,0,0,0
69981,mrfuzzy,0,0,0,0
69984,lovebear,1,0,0,0
69985,mrfuzzy,1,1,1,1
69987,mrfuzzy,1,1,1,0
69986,mrfuzzy,1,1,0,0
69988,mrfuzzy,1,1,1,1
69989,mrfuzzy,1,1,1,1
69992,mrfuzzy,1,0,0,0
69993,lovebear,1,1,1,1
69994,mrfuzzy,0,0,0,0
69995,mrfuzzy,0,0,0,0
69996,mrfuzzy,1,1,1,0
70003,mrfuzzy,0,0,0,0
70004,mrfuzzy,0,0,0,0
70005,mrfuzzy,1,1,1,1
70008,mrfuzzy,0,0,0,0
70010,lovebear,0,0,0,0
70013,mrfuzzy,0,0,0,0
70016,mrfuzzy,1,1,1,1
70015,mrfuzzy,1,1,1,1
70017,mrfuzzy,1,1,1,1
70018,mrfuzzy,0,0,0,0
70019,mrfuzzy,1,1,1,0
70021,mrfuzzy,1,0,0,0
70022,lovebear,1,0,0,0
70024,lovebear,1,1,1,0
70025,mrfuzzy,1,1,1,1
70027,lovebear,1,1,1,0
70028,mrfuzzy,0,0,0,0
70029,mrfuzzy,0,0,0,0
70030,mrfuzzy,1,1,1,1
70031,mrfuzzy,0,0,0,0
70033,mrfuzzy,1,1,1,1
70034,mrfuzzy,1,1,1,1
70035,lovebear,1,1,0,0
70036,mrfuzzy,1,0,0,0
70037,mrfuzzy,1,0,0,0
70044,mrfuzzy,0,0,0,0
70045,lovebear,1,1,0,0
70047,mrfuzzy,0,0,0,0
70048,mrfuzzy,0,0,0,0
70049,mrfuzzy,0,0,0,0
70052,mrfuzzy,0,0,0,0
70054,mrfuzzy,0,0,0,0
70056,mrfuzzy,0,0,0,0
70058,mrfuzzy,0,0,0,0
70059,mrfuzzy,0,0,0,0
70064,mrfuzzy,0,0,0,0
70071,mrfuzzy,1,1,0,0
70070,mrfuzzy,0,0,0,0
70073,mrfuzzy,1,0,0,0
70077,lovebear,0,0,0,0
70079,mrfuzzy,1,1,1,1
70078,mrfuzzy,1,0,0,0
70080,mrfuzzy,1,0,0,0
70083,mrfuzzy,1,1,1,1
70085,mrfuzzy,0,0,0,0
70092,mrfuzzy,0,0,0,0
70091,mrfuzzy,0,0,0,0
70094,mrfuzzy,0,0,0,0
70096,mrfuzzy,0,0,0,0
70098,mrfuzzy,0,0,0,0
70097,mrfuzzy,1,0,0,0
70100,mrfuzzy,0,0,0,0
70104,mrfuzzy,0,0,0,0
70112,mrfuzzy,1,1,1,1
70110,mrfuzzy,0,0,0,0
70113,mrfuzzy,1,0,0,0
70115,lovebear,1,1,0,0
70120,mrfuzzy,0,0,0,0
70123,mrfuzzy,0,0,0,0
70126,mrfuzzy,1,1,1,0
70130,mrfuzzy,1,0,0,0
70131,mrfuzzy,0,0,0,0
70132,mrfuzzy,0,0,0,0
70134,mrfuzzy,0,0,0,0
70136,mrfuzzy,0,0,0,0
70140,mrfuzzy,1,1,0,0
70141,mrfuzzy,0,0,0,0
70142,mrfuzzy,1,1,1,1
70144,mrfuzzy,0,0,0,0
70143,mrfuzzy,0,0,0,0
70145,mrfuzzy,1,1,1,0
70147,mrfuzzy,1,1,1,0
70150,mrfuzzy,0,0,0,0
70155,mrfuzzy,1,0,0,0
70169,mrfuzzy,1,1,1,1
70174,lovebear,0,0,0,0
70177,mrfuzzy,0,0,0,0
70178,mrfuzzy,1,0,0,0
70184,mrfuzzy,0,0,0,0
70186,lovebear,0,0,0,0
70187,mrfuzzy,1,1,1,1
70188,mrfuzzy,1,1,1,0
70190,lovebear,1,1,0,0
70191,mrfuzzy,1,0,0,0
70195,mrfuzzy,1,1,0,0
70201,mrfuzzy,0,0,0,0
70205,mrfuzzy,1,1,1,1
70209,mrfuzzy,0,0,0,0
70211,mrfuzzy,0,0,0,0
70214,mrfuzzy,1,0,0,0
70215,mrfuzzy,1,1,1,1
70219,mrfuzzy,0,0,0,0
70222,mrfuzzy,0,0,0,0
70223,mrfuzzy,0,0,0,0
70226,mrfuzzy,1,0,0,0
70227,mrfuzzy,0,0,0,0
70233,mrfuzzy,0,0,0,0
70235,mrfuzzy,0,0,0,0
70240,mrfuzzy,0,0,0,0
70243,mrfuzzy,0,0,0,0
70246,mrfuzzy,0,0,0,0
70249,mrfuzzy,0,0,0,0
70251,mrfuzzy,1,1,1,1
70250,mrfuzzy,0,0,0,0
70252,mrfuzzy,0,0,0,0
70256,mrfuzzy,1,1,1,1
70257,mrfuzzy,1,0,0,0
70259,mrfuzzy,0,0,0,0
70261,mrfuzzy,0,0,0,0
70263,mrfuzzy,0,0,0,0
70266,mrfuzzy,0,0,0,0
70267,mrfuzzy,1,0,0,0
70268,mrfuzzy,1,1,1,1
70270,lovebear,0,0,0,0
70271,mrfuzzy,1,0,0,0
70277,mrfuzzy,0,0,0,0
70278,mrfuzzy,0,0,0,0
70282,mrfuzzy,1,0,0,0
70283,lovebear,1,1,1,1
70281,mrfuzzy,1,1,1,1
70286,mrfuzzy,1,1,0,0
70294,lovebear,0,0,0,0
70295,mrfuzzy,1,0,0,0
70300,mrfuzzy,1,1,1,0
70301,mrfuzzy,1,1,1,1
70304,mrfuzzy,1,1,1,1
70306,mrfuzzy,1,0,0,0
70309,mrfuzzy,1,0,0,0
70311,mrfuzzy,0,0,0,0
70316,mrfuzzy,1,1,1,0
70317,mrfuzzy,0,0,0,0
70320,mrfuzzy,0,0,0,0
70323,mrfuzzy,1,1,0,0
70328,mrfuzzy,1,1,0,0
70329,mrfuzzy,0,0,0,0
70342,lovebear,1,0,0,0
70339,mrfuzzy,1,1,1,1
70340,lovebear,1,0,0,0
70347,mrfuzzy,0,0,0,0
70348,mrfuzzy,0,0,0,0
70349,mrfuzzy,1,1,1,0
70351,mrfuzzy,0,0,0,0
70356,mrfuzzy,1,1,1,0
70357,mrfuzzy,0,0,0,0
70363,lovebear,1,0,0,0
70364,mrfuzzy,0,0,0,0
70366,lovebear,1,0,0,0
70367,mrfuzzy,1,0,0,0
70369,mrfuzzy,0,0,0,0
70373,mrfuzzy,0,0,0,0
70372,mrfuzzy,0,0,0,0
70376,mrfuzzy,0,0,0,0
70375,mrfuzzy,1,1,1,1
70381,mrfuzzy,1,1,1,1
70382,mrfuzzy,1,0,0,0
70384,mrfuzzy,1,1,1,1
70387,mrfuzzy,0,0,0,0
70388,mrfuzzy,1,0,0,0
70389,mrfuzzy,1,1,1,0
70391,mrfuzzy,0,0,0,0
70392,mrfuzzy,1,1,1,1
70393,mrfuzzy,1,1,1,0
70395,mrfuzzy,1,1,1,1
70399,mrfuzzy,1,1,1,0
70402,mrfuzzy,0,0,0,0
70403,mrfuzzy,1,1,1,0
70406,mrfuzzy,0,0,0,0
70404,mrfuzzy,0,0,0,0
70409,mrfuzzy,0,0,0,0
70410,mrfuzzy,1,0,0,0
70411,mrfuzzy,1,1,1,1
70414,mrfuzzy,0,0,0,0
70415,mrfuzzy,0,0,0,0
70419,mrfuzzy,0,0,0,0
70421,mrfuzzy,0,0,0,0
70425,mrfuzzy,0,0,0,0
70426,mrfuzzy,0,0,0,0
70429,mrfuzzy,0,0,0,0
70430,mrfuzzy,0,0,0,0
70431,mrfuzzy,0,0,0,0
70436,lovebear,1,1,1,0
70437,mrfuzzy,0,0,0,0
70438,mrfuzzy,0,0,0,0
70440,mrfuzzy,1,0,0,0
70442,mrfuzzy,1,1,1,0
70444,mrfuzzy,1,0,0,0
70448,mrfuzzy,1,0,0,0
70447,lovebear,1,1,1,1
70451,mrfuzzy,0,0,0,0
70464,mrfuzzy,0,0,0,0
70466,mrfuzzy,1,1,1,0
70469,mrfuzzy,0,0,0,0
70471,mrfuzzy,0,0,0,0
70472,mrfuzzy,0,0,0,0
70473,mrfuzzy,1,1,1,1
70474,mrfuzzy,0,0,0,0
70477,mrfuzzy,0,0,0,0
70479,mrfuzzy,1,0,0,0
70481,mrfuzzy,0,0,0,0
70482,mrfuzzy,1,1,1,0
70485,mrfuzzy,1,1,1,0
70491,mrfuzzy,1,1,1,0
70492,mrfuzzy,0,0,0,0
70495,mrfuzzy,1,0,0,0
70497,mrfuzzy,0,0,0,0
70499,mrfuzzy,0,0,0,0
70500,mrfuzzy,0,0,0,0
70503,mrfuzzy,0,0,0,0
70506,mrfuzzy,0,0,0,0
70510,mrfuzzy,1,1,1,1
70509,mrfuzzy,1,1,1,0
70512,lovebear,1,0,0,0
70514,mrfuzzy,0,0,0,0
70515,mrfuzzy,0,0,0,0
70516,lovebear,1,0,0,0
70520,lovebear,1,1,1,1
70521,mrfuzzy,0,0,0,0
70527,lovebear,0,0,0,0
70530,lovebear,1,0,0,0
70537,mrfuzzy,1,0,0,0
70536,lovebear,0,0,0,0
70542,lovebear,0,0,0,0
70544,lovebear,1,1,1,1
70546,lovebear,1,0,0,0
70548,lovebear,0,0,0,0
70550,lovebear,1,1,1,1
70557,lovebear,0,0,0,0
70558,lovebear,1,0,0,0
70561,lovebear,0,0,0,0
70562,lovebear,0,0,0,0
70565,mrfuzzy,0,0,0,0
70569,lovebear,1,1,0,0
70572,mrfuzzy,0,0,0,0
70587,lovebear,0,0,0,0
70586,lovebear,1,0,0,0
70592,lovebear,1,0,0,0
70591,lovebear,1,1,1,0
70601,lovebear,1,1,1,1
70602,lovebear,1,1,1,1
70606,mrfuzzy,0,0,0,0
70607,lovebear,0,0,0,0
70610,lovebear,1,1,1,1
70616,lovebear,1,1,1,1
70622,lovebear,0,0,0,0
70623,mrfuzzy,0,0,0,0
70624,lovebear,0,0,0,0
70625,lovebear,0,0,0,0
70626,mrfuzzy,0,0,0,0
70629,lovebear,1,0,0,0
70640,lovebear,1,1,0,0
70641,lovebear,1,1,1,1
70644,lovebear,0,0,0,0
70642,lovebear,0,0,0,0
70649,mrfuzzy,1,1,0,0
70650,mrfuzzy,0,0,0,0
